id,original_language,original_title,overview,popularity,poster_path,release_date,runtime,title,vote_average,vote_count,production_company
9994,English,The Great Mouse Detective,"When the diabolical Professor Ratigan kidnaps London's master toymaker, the brilliant master of disguise Basil of Baker Street and his trusted sidekick Dawson try to elude the ultimate trap and foil the perfect crime.",11.183924,/7p2ekrptHyB2qPLwVkq7vvZL7mz.jpg,1986-07-02,74,The Great Mouse Detective,6.9,334.0,Walt Disney Pictures
10439,English,Hocus Pocus,"After 300 years of slumber, three sister witches are accidentally resurrected in Salem on Halloween night, and it us up to three kids and their newfound feline friend to put an end to the witches' reign of terror once and for all.",10.390708,/4boIuVTbEYv9pynSj99jK5EezfA.jpg,1993-07-16,96,Hocus Pocus,6.5,491.0,Walt Disney Pictures
11158,English,Honey I Blew Up the Kid,"Wayne Szalinski is at it again. But instead of shrinking things, he tries to make a machine that can make things grow. As in the first one, his machine isn't quite accurate. But when he brings Nick & his toddler son Adam to see his invention, the machine unexpectedly starts working. And when Adam comes right up to the machine, he gets zapped along with his stuffed bunny.",12.337898,/gwda8CnPAfHGwygclGiKddt60fX.jpg,1992-07-16,89,Honey I Blew Up the Kid,4.8,272.0,Walt Disney Pictures
9354,English,"Honey, I Shrunk the Kids",The scientist father of a teenage girl and boy accidentally shrinks his and two other neighborhood teens to the size of insects. Now the teens must fight diminutive dangers as the father searches for them.,12.358786,/f5eFxKYAd7hN1BxYzBg9qL1SDRe.jpg,1989-06-22,93,"Honey, I Shrunk the Kids",6.1,756.0,Buena Vista
9631,English,The Negotiator,"The police try to arrest expert hostage negotiator Danny Roman, who insists he's being framed for his partner's murder in what he believes is an elaborate conspiracy. Thinking there's evidence in the Internal Affairs offices that might clear him, he takes everyone in the office hostage and demands that another well-known negotiator be brought in to handle the situation and secretly investigate the conspiracy.",7.65502,/uA1zKgJVoO0ljbSbKXyek5YbLwv.jpg,1998-07-29,140,The Negotiator,6.8,593.0,Regency Enterprises
9820,English,The Parent Trap,"Hallie Parker and Annie James are identical twins separated at a young age because of their parents' divorce. unknowingly to their parents, the girls are sent to the same summer camp where they meet, discover the truth about themselves, and then plot with each other to switch places. Hallie meets her mother, and Annie meets her father for the first time in years.",7.768828,/7vR4e3ga3mdSEpYe8kMeUv3mgND.jpg,1998-07-28,127,The Parent Trap,6.8,768.0,Walt Disney Pictures
14013,English,BASEketball,"Two losers from Milwaukee, Coop &amp; Remer, invent a new game playing basketball, using baseball rules. When the game becomes a huge success, they, along with a billionaire's help, form the Professional Baseketball League where everyone gets the same pay and no team can change cities. Theirs is the only team standing in the way of major rule changes that the owner of a rival team wants to institute.",10.107454,/pEg0tYYhSfsyjLIYpvD9lCWLhcH.jpg,1998-07-28,103,BASEketball,5.9,150.0,Universal Pictures
10849,English,The Purple Rose of Cairo,"Cecilia is a waitress in New Jersey, living a dreary life during the Great Depression. Her only escape from her mudane reality is the movie theatre. After losing her job, Cecilia goes to see 'The Purple Rose of Cairo' in hopes of raising her spirits, where she watches dashing archaeologist Tom Baxter time and again.",6.133697,/nWMT2WBzPtrXdjPlb28PFSrBGd0.jpg,1985-03-01,82,The Purple Rose of Cairo,7.3,206.0,Orion Pictures
907,English,Doctor Zhivago,Doctor Zhivago is the filmed adapation of the Russian novel by Boris Pasternak from director David Lean that was an international success and today deemed a classic. Omar Sharif and Julie Christie play two protagonists who in fact love each other yet because of their current situation cannot find a way be together.,8.489499,/lP1Mn1sQ9FiSNovCyZonhKjjkRM.jpg,1965-12-22,197,Doctor Zhivago,7.4,252.0,Metro-Goldwyn-Mayer (MGM)
11974,English,The 'Burbs,"When secretive new neighbors move in next door, suburbanite Ray Peterson and his friends let their paranoia get the best of them as they start to suspect the newcomers of evildoings and commence an investigation. But it's hardly how Ray, who much prefers drinking beer, reading his newspaper and watching a ball game on the tube expected to spend his vacation.",7.889227,/zPEECSo5ZOBr9oEmBLSVXcqndTO.jpg,1989-02-17,101,The 'Burbs,6.6,312.0,Imagine Entertainment
793,English,Blue Velvet,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of criminals who have kidnapped her child.",7.882247,/psJb2NQKUWDQyhMRV3hoEWk60gS.jpg,1986-08-01,120,Blue Velvet,7.7,758.0,De Laurentiis Entertainment Group (DEG)
9325,English,The Jungle Book,"The boy Mowgli makes his way to the man-village with Bagheera, the wise panther. Along the way he meets jazzy King Louie, the hypnotic snake Kaa and the lovable, happy-go-lucky bear Baloo, who teaches Mowgli ""The Bare Necessities"" of life and the true meaning of friendship.",22.845448,/1AreNcL9s24Qfghbzomy0IlzCFk.jpg,1967-10-17,78,The Jungle Book,7.1,1791.0,Walt Disney Pictures
10340,English,Lady and the Tramp,"Lady, a golden cocker spaniel, meets up with a mongrel dog who calls himself the Tramp. He is obviously from the wrong side of town, but happenings at Lady's home make her decide to travel with him for a while.",12.994387,/AqQpqEn33UYExlAoWA02Hizb2lc.jpg,1955-06-16,76,Lady and the Tramp,6.9,1241.0,Walt Disney Productions
10144,English,The Little Mermaid,This colorful adventure tells the story of an impetuous mermaid princess named Ariel who falls in love with the very human Prince Eric and puts everything on the line for the chance to be with him. Memorable songs and characters -- including the villainous sea witch Ursula.,17.496832,/ujlSe3lhp1OKmF2LNu6wRpWbdiU.jpg,1989-11-17,83,The Little Mermaid,7.2,1921.0,Walt Disney Pictures
10414,English,The Mighty Ducks,"After reckless young lawyer Gordon Bombay gets arrested for drunk driving, he must coach a kids hockey team for his community service. Gordon has experience on the ice, but isn't eager to return to hockey, a point hit home by his tense dealings with his own former coach, Jack Reilly. The reluctant Gordon eventually grows to appreciate his team, which includes promising young Charlie Conway, and leads them to take on Reilly's tough players.",6.113646,/4qXfjDlDEGuN3xRNawh4WZo5o96.jpg,1992-10-01,101,The Mighty Ducks,6.4,203.0,Walt Disney
10437,English,The Muppet Christmas Carol,"A retelling of the classic Dickens tale of Ebenezer Scrooge, miser extraordinaire. He is held accountable for his dastardly ways during night-time visitations by the Ghosts of Christmas Past, Present, and future.",14.630571,/fe4nLJkDNXhyuMnrZ60MfoSpPes.jpg,1992-12-10,85,The Muppet Christmas Carol,7.2,217.0,Walt Disney Pictures
12230,English,One Hundred and One Dalmatians,"When a litter of dalmatian puppies are abducted by the minions of Cruella De Vil, the parents must find them before she uses them for a diabolical fashion statement.",15.727519,/vo5j5OZIdnfMIZSkVfSvh8cJUU.jpg,1961-01-25,79,One Hundred and One Dalmatians,6.8,1643.0,Walt Disney Productions
10693,English,Peter Pan,"Leaving the safety of their nursery behind, Wendy, Michael and John follow Peter Pan to a magical world where childhood lasts forever. But while in Neverland, the kids must face Captain Hook and foil his attempts to get rid of Peter for good.",16.861533,/aWLgUzpkVFk8OVcg5jJte5I0Ces.jpg,1953-02-05,77,Peter Pan,7.0,1380.0,RKO Radio Pictures
11335,English,Popeye,"Popeye is a super-strong, spinach-scarfing sailor man who's searching for his father. During a storm that wrecks his ship, Popeye washes ashore and winds up rooming at the Oyl household, where he meets Olive. Before he can win her heart, he must first contend with Olive's fiancé, Bluto.",9.126162,/Fr4gButOoQQuykZzgDR2ZbSioy.jpg,1980-12-12,114,Popeye,5.3,157.0,Paramount Pictures
11135,English,The Rescuers Down Under,"A lawless poacher wants to capture a majestic and rare golden eagle, so he kidnaps the boy who knows where to find the bird. Not to worry -- the Rescue Aid Society's top agents, heroic mice Miss Bianca and Bernard, fly to Australia to save the day. Accompanying the fearless duo are bumbling albatross Wilbur and local field operative Jake the Kangaroo Rat.",1.562471,/vweXLAZP6E55EaMeedndhBdXQGu.jpg,1990-11-16,77,The Rescuers Down Under,6.6,303.0,Walt Disney Pictures
11319,English,The Rescuers,"What can two little mice possibly do to save an orphan girl who's fallen into evil hands? With a little cooperation and faith in oneself, anything is possible! As members of the mouse-run International Rescue Aid Society, Bernard and Miss Bianca respond to orphan Penny's call for help. The two mice search for clues with the help of an old cat named Rufus.",11.32442,/49rGpB2x6AFB83SC4IBl9foRIGp.jpg,1977-06-22,78,The Rescuers,6.7,609.0,Walt Disney Productions
15969,English,The Return of Jafar,"The evil Jafar escapes from the magic lamp as an all-powerful genie, ready to plot his revenge against Aladdin. From battling elusive villains atop winged horses, to dodging flames inside an exploding lava pit, it's up to Aladdin - with Princess Jasmine and the outrageously funny Genie by his side - to save the kingdom once and for all.",12.099799,/sC4wDVBMPMxmn5JJqPalMOhQ35U.jpg,1994-12-15,69,The Return of Jafar,5.7,447.0,Walt Disney Television Animation
10249,English,The Rocketeer,"Straight from the pages of a pulp comic from a past era, the Rocketeer recreates 1930s Hollywood, complete with gangsters, Nazi spies, and the growth of the Age of Aviation. Young pilot Cliff Secord stumbles on a top secret rocket-pack and with the help of his mechanic/mentor, Peevy, he attempts to save his girl and stop the Nazis as The Rocketeer.",10.536644,/tFOoAfyznMdCRJIvX3vDOpr3MCg.jpg,1991-06-21,108,The Rocketeer,6.3,265.0,Walt Disney Pictures
10882,English,Sleeping Beauty,"A beautiful princess born in a faraway kingdom is destined by a terrible curse to prick her finger on the spindle of a spinning wheel and fall into a deep sleep that can only be awakened by true love's first kiss. Determined to protect her, her parents ask three fairies to raise her in hiding. But the evil Maleficent is just as determined to seal the princess's fate.",14.276169,/iFJGafuB2f2IJWG2EmdtUpgfAn6.jpg,1959-01-28,75,Sleeping Beauty,6.8,1332.0,Walt Disney Productions
2619,English,Splash,"A successful businessman falls in love with the girl of his dreams. There's one big complication though; he's fallen hook, line and sinker for a mermaid.",8.441602,/nP4O0DUMvqlxvptcjOHdyzK0T2Y.jpg,1984-03-09,111,Splash,6.1,328.0,Touchstone Pictures
97,English,Tron,"As Kevin Flynn searches for proof that he invented a hit video game, he is ""digitalized"" by a laser and finds himself inside The Grid, where programs suffer under the tyrannical rule of the Master Control Program. With the help of TRON, a security program, Flynn seeks to free The Grid from the MCP.",16.574021,/cTF8lpXvAwT1SLH9kVFZZl0AO0D.jpg,1982-07-09,96,Tron,6.6,717.0,Walt Disney Pictures
11675,English,Halloween: H20,"Two decades after surviving a massacre on October 31, 1978, former baby sitter Laurie Strode finds herself hunted by persistent knife-wielder Michael Myers. Laurie now lives in Northern California under an assumed name, where she works as the headmistress of a private school. But it's not far enough to escape Myers, who soon discovers her whereabouts. As Halloween descends upon Laurie's peaceful community, a feeling of dread weighs upon her -- with good reason.",8.619068,/crycJDHRvpQyZeQyRYtIZKIpNzK.jpg,1998-08-05,86,Halloween: H20,5.7,306.0,Dimension Films
6471,English,The Jerk,"After discovering he's not really black like the rest of his family, likable dimwit Navin Johnson runs off on a hilarious misadventure in this comedy classic that takes him from rags to riches and back to rags again. The slaphappy jerk strikes it rich, but life in the fast lane isn't all it's cracked up to be and, in the end, all that really matters to Johnson is his true love.",5.873021,/wb6mB6R9vscPhyAegbbNDFZUAIs.jpg,1979-12-14,94,The Jerk,7.0,272.0,Universal Pictures
227,English,The Outsiders,"When two poor greasers, Johnny, and Ponyboy are assaulted by a vicious gang, the socs, and Johnny kills one of the attackers, tension begins to mount between the two rival gangs, setting off a turbulent chain of events.",6.435926,/35K8ItoRuD7i0VBqjj8bEX0Ct6E.jpg,1983-03-25,91,The Outsiders,6.9,293.0,American Zoetrope
87,English,Indiana Jones and the Temple of Doom,"After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees – and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.",15.802306,/f2nTRKk2zGdUTE7tLJ5EGGSuKA6.jpg,1984-05-23,118,Indiana Jones and the Temple of Doom,7.1,2841.0,Lucasfilm
123,English,The Lord of the Rings,The Fellowship of the Ring embark on a journey to destroy the One Ring and end Sauron's reign over Middle-earth.,7.914795,/1l3WpoF7TX9pOprX4XepCXjQXUV.jpg,1978-11-15,132,The Lord of the Rings,6.1,187.0,United Artists
9314,English,Nineteen Eighty-Four,George Orwell's novel of a totalitarian future society in which a man whose daily work is rewriting history tries to rebel by falling in love.,11.513066,/asqIqgy3lywRhrVv6WCdcofNWH1.jpg,1984-10-10,113,Nineteen Eighty-Four,6.8,311.0,Umbrella-Rosenblum Film Production
11336,English,The Dead Zone,"Johnny Smith is a schoolteacher with his whole life ahead of him but, after leaving his fiancee's home one night, is involved in a car crash which leaves him in a coma for 5 years. When he wakes, he discovers he has an ability to see into the past, present and future life of anyone with whom he comes into physical contact.",11.194448,/bKpc5xO3o3DHDqaUJWMoVxgpJRM.jpg,1983-10-21,103,The Dead Zone,6.9,320.0,Paramount Pictures
9980,English,Maximum Overdrive,"When a comet passes close to the earth, machines all over the world come alive and go on homicidal rampages. A group of people at a desolate truck stop are held hostage by a gang of homicidal 18-wheelers. The frightened people set out to defeat the killer machines ... or be killed by them.",6.614078,/lgNXAQ1TlKEKzssbjcc5iEhs8mi.jpg,1986-07-25,97,Maximum Overdrive,5.5,170.0,De Laurentiis Entertainment Group (DEG)
10489,English,Cujo,"A friendly St. Bernard named ""Cujo"" contracts rabies and conducts a reign of terror on a small American town.",7.065626,/ufczAHvnoGIXJo7sDo0OZK4LcwZ.jpg,1983-08-10,91,Cujo,5.7,194.0,TAFT Entertainment Pictures
10823,English,Children of the Corn,A boy preacher named Isaac goes to a town in Nebraska called Gatlin and gets all the children to murder every adult in town.,11.84696,/zH77CDSRPeYfZZJyyKSt84j62m8.jpg,1984-03-09,93,Children of the Corn,5.6,243.0,Hal Roach Studios
11497,English,All Dogs Go to Heaven,"When a casino owning dog named Charlie is murdered by his rival Carface, he finds himself in Heaven basically by default since all dogs go to heaven. However, since he wants to get back at his killer, he cons his way back to the living with the warning that doing that damns him to Hell. Once back, he teams with his old partner, Itchy to prep his retaliation. He also stumbles on to an orphan girl who can talk to the animals, thus allowing him to get the inside info on the races to ensure his wins to finance his plans. However, all the while, he is still haunted by nightmares on what's waiting for him on the other side unless he can prove that he is worthy of Heaven again.",7.068389,/fb6CRpryYQB5eqjohSnLbjHxJQK.jpg,1989-11-17,89,All Dogs Go to Heaven,6.3,244.0,United Artists
2907,English,The Addams Family,"Uncle Fester has been missing for 25 years. An evil doctor finds out and introduces a fake Fester in an attempt to get the Adams Family's money. The youngest daughter has some doubts about the new uncle Fester, but the fake uncle adapts very well to the strange family. Can the doctor carry out her evil plans and take over the Adams Family's fortune?",12.962525,/ajiQj0jbacMAmPxDU3fP9TeIfTi.jpg,1991-11-22,99,The Addams Family,6.7,871.0,Paramount Pictures
9454,English,EverAfter,"A unique 16th century woman, Danielle possesses a love of books, and can easily quote from Sir Thomas More’s Utopia. An intriguing mix of tomboyish athleticism and physical beauty, she has more than enough charm to capture the heart of a prince ... after beaning him with an apple.",13.309701,/1ELrosU04wEbfmxK9wLBjdEECqm.jpg,1998-07-31,121,Ever After: A Cinderella Story,6.8,408.0,Twentieth Century Fox Film Corporation
8688,English,Snake Eyes,"All bets are off when corrupt homicide cop Rick Santoro witnesses a murder during a boxing match. It's up to him and lifelong friend and naval intelligence agent Kevin Dunne to uncover the conspiracy behind the killing. At every turn, Santoro makes increasingly shocking discoveries that even he can't turn a blind eye to.",11.604533,/i49r4ycCQAoGh2esfnL57PWGNh.jpg,1998-08-07,98,Snake Eyes,5.8,331.0,Paramount Pictures
396,English,Who's Afraid of Virginia Woolf?,Mike Nichols’ film from Edward Albee's play brought new themes to the film industry. Elizabeth Taylor and Richard Burton have never been more brilliant together as they portray an experienced married couple who love each other yet verbally attack one another when they see how boring their naïve newlywed guests have made their night.,5.564294,/meHvC3nTKd2jE4oSytADtGjR09l.jpg,1966-06-21,131,Who's Afraid of Virginia Woolf?,7.8,199.0,Chenault Productions
14367,English,Adventures in Babysitting,"When plans with her boyfriend fall through, high school senior Chris Parker ends up babysitting the Anderson kids, Brad and Sara. What should be a quiet night in, however, turns into a series of ridiculous exploits, starting when they leave the house to pick up Chris' friend Brenda. Soon, Brad's buddy Daryl is involved, and the group must contend with car thieves, blues musicians and much more.",7.230508,/cYCpqHVoZvf5x4bO8EA68YBX1N.jpg,1987-07-01,102,Adventures in Babysitting,6.6,169.0,Silver Screen Partners III
11814,English,Weird Science,"Two unpopular teenagers, Gary and Wyatt, fail at all attempts to be accepted by their peers. Their desperation to be liked leads them to ""create"" a woman via their computer. Their living and breathing creation is a gorgeous woman, Lisa, whose purpose is to boost their confidence level by putting them into situations which require Gary and Wyatt to act like men.",11.104542,/6sK6ywu1dgp3QrCsT6JclKTjV0Q.jpg,1985-08-01,94,Weird Science,6.4,375.0,Universal Studios
11837,English,Watership Down,"When the warren belonging to a community of rabbits is threatened, a brave group led by Fiver, Bigwig, Blackberry and Hazel leave their homeland in a search of a safe new haven.",5.602126,/879iEKkJMSXSbgqjs3tVOQceNUK.jpg,1978-10-14,88,Watership Down,7.3,159.0,AVCO Embassy Pictures
11704,English,The Secret of NIMH,"A widowed field mouse must move her family -- including an ailing son -- to escape a farmer's plow. Aided by a crow and a pack of superintelligent, escaped lab rats, the brave mother struggles to transplant her home to firmer ground.",10.812275,/qXvgbM2cIjkoOPgzxn0hwiSUqk6.jpg,1982-06-17,82,The Secret of NIMH,7.5,186.0,United Artists
11639,English,The Dark Crystal,"On another planet in the distant past, a Gelfling embarks on a quest to find the missing shard of a magical crystal and restore order to his world, before the grotesque race of Skeksis find and use the crystal for evil.",13.524001,/enCcF48dvT16O2ixGRslU4mPjO7.jpg,1982-12-17,93,The Dark Crystal,7.3,233.0,Universal Pictures
4978,English,An American Tail,"A young mouse named Fievel and his family decide to migrate to America, a ""land without cats,"" at the turn of the 20th century. But somehow, Fievel ends up in the New World alone and must fend off not only the felines he never thought he'd have to deal with again but also the loneliness of being away from home.",11.928545,/glZNfxN4cef0pJeD08xru7ZVWlI.jpg,1986-11-21,80,An American Tail,6.6,344.0,Universal Pictures
10380,English,An American Tail: Fievel Goes West,"Some time after the Mousekewitz's have settled in America, they find that they are still having problems with the threat of cats. That makes them eager to try another home out in the west, where they are promised that mice and cats live in peace. Unfortunately, the one making this claim is an oily con artist named Cat R. Waul who is intent on his own sinister plan.",8.800701,/gmqgrnENRE2xO1wtK9kBJZrWLYb.jpg,1991-11-21,75,An American Tail: Fievel Goes West,6.2,180.0,Universal Pictures
11976,English,Legend,"Set in a timeless mythical forest inhabited by fairies, goblins, unicorns and mortals, this fantastic story follows a mystical forest dweller, chosen by fate, to undertake a heroic quest. He must save the beautiful Princess Lily and defeat the demonic Lord of Darkness, or the world will be plunged into a never-ending ice age.",10.932786,/xNWs9LM46vJWwf1q0VGPOccTKg4.jpg,1985-07-19,94,Legend,6.2,282.0,Universal Studios
15144,English,Sixteen Candles,A teenage girls deals with her parents forgetting her birthday and a crush on her high school's heartthrob.,6.683723,/rzTrRQg5ek47Yl0Vfenc69r9gOd.jpg,1984-05-04,93,Sixteen Candles,6.9,455.0,Universal Pictures
11522,English,Pretty in Pink,"Andie is an outcast, hanging out either with her older boss, who owns the record store where she works, or her quirky high school classmate Duckie, who has a crush on her. When one of the rich and popular kids at school, Blane, asks Andie out, it seems too good to be true. As Andie starts falling for Blane, she begins to realize that dating someone from a different social sphere is not easy.",8.568378,/iSSExklJXBcevQuD8Rycq95fD2p.jpg,1986-02-28,96,Pretty in Pink,6.6,313.0,Paramount Pictures
8393,English,The Gods Must Be Crazy,"Misery is brought to a small group of Sho in the Kalahari desert in the form of a cola bottle. In his quest to throw the evil object over the edge of the earth, Xixo encounters Western ""civilization,"" a haphazard doctor and a tyranical despot.",10.973482,/yvD2BWOEM5N4S4f6Yj8IVVjoKQO.jpg,1980-09-10,109,The Gods Must Be Crazy,7.1,251.0,CAT Films
9320,English,The Avengers,"British Ministry agent John Steed, under direction from ""Mother"", investigates a diabolical plot by arch-villain Sir August de Wynter to rule the world with his weather control machine. Steed investigates the beautiful Doctor Mrs. Emma Peel, the only suspect, but simultaneously falls for her and joins forces with her to combat Sir August.",9.562953,/7cJGRajXMU2aYdTbElIl6FtzOl2.jpg,1998-08-13,89,The Avengers,4.4,205.0,Jerry Weintraub Productions
805,English,Rosemary's Baby,A young couple moves into an infamous New York apartment building to start a family. Things become frightening as Rosemary begins to suspect her unborn baby isn't safe around their strange neighbors.,11.504558,/kqA1pt9ovovArgJZi2Lu4Unf6He.jpg,1968-06-12,136,Rosemary's Baby,7.5,892.0,Paramount Pictures
34584,English,The Neverending Story,"While hiding from bullies in his school's attic, a young boy discovers the extraordinary land of Fantasia, through a magical book called The Neverending Story. The book tells the tale of Atreyu, a young warrior who, with the help of a luck dragon named Falkor, must save Fantasia from the destruction of The Nothing.",14.225919,/xnOK0p3PHwLw6C5tEkYY8xJR8zK.jpg,1984-04-05,102,The NeverEnding Story,7.0,1031.0,Producers Sales Organization
34636,English,The Neverending Story II: The Next Chapter,"Once again, Bastian is transported to the world of Fantasia which he recently managed to save from destruction. However, the land is now being destroyed by an evil sorceress, Xayide, so he must join up with Atreyu and face the Emptiness once more.",6.658994,/phOI8kStf6pSxsAI3OaBpiw0ypZ.jpg,1990-10-24,89,The Neverending Story II: The Next Chapter,5.5,193.0,Bavaria Film
36647,English,Blade,"When Blade's mother was bitten by a vampire during pregnancy, she did not know that she gave her son a special gift while dying: All the good vampire attributes in combination with the best human skills. Blade and his mentor Whistler battle an evil vampire rebel (Deacon Frost) who plans to take over the outdated vampire council, capture Blade and resurrect voracious blood god La Magra.",15.043454,/r0RQ9ZOEZglLOeYDNJTehVTRoR6.jpg,1998-08-21,120,Blade,6.5,1950.0,New Line Cinema
4011,English,Beetlejuice,"Thanks to an untimely demise via drowning, a young couple end up as poltergeists in their New England farmhouse, where they fail to meet the challenge of scaring away the insufferable new owners, who want to make drastic changes. In desperation, the undead newlyweds turn to an expert frightmeister, but he's got a diabolical agenda of his own.",10.627364,/gWnW7vxm8yr01TVLQhL4aI02orp.jpg,1988-02-29,92,Beetlejuice,7.1,1475.0,"Geffen Company, The"
1580,English,Rope,"Two young men strangle their ""inferior"" classmate, hide his body in their apartment, and invite his friends and family to a dinner party as a means to challenge the ""perfection"" of their crime.",7.248676,/8JUyhb3j4d4KMPizrPUyDcYfovY.jpg,1948-08-23,80,Rope,7.8,539.0,Transatlantic Pictures
573,English,Frenzy,"A serial murderer is strangling women with a necktie. The London police have a suspect, but he is the wrong man.",5.316387,/4SFvqrlSigAt9tnhXFSMyKeJWQk.jpg,1972-05-25,116,Frenzy,7.2,162.0,Universal Pictures
506,English,Marnie,Marnie is a beautiful kleptomaniac who is in love with businessman Mark Rutland. Marnie who is a compulsive thief is being watched by her new boss Mark who suspects her of stealing from him and thus decides to blackmail her in the most unusual way. A psychological thriller from Alfred Hitchcock based on a novel of the same name by Winston Graham.,6.409094,/hBYHdsSxOA2zQLiuiJyPsk9IhUw.jpg,1964-07-09,130,Marnie,7.2,233.0,Universal Pictures
574,English,The Man Who Knew Too Much,"A widescreen, Technicolor remake by Hitchcock of his 1934 film of the same title. A couple (James Stewart, Doris Day) vacationing in Morocco with their young son accidentally stumble upon an assassination plot. When the child is kidnapped to ensure their silence, they have to take matters into their own hands to save him.",12.547763,/vhUOukoJTWPfVpZOiKwrjdEV4OX.jpg,1956-06-01,120,The Man Who Knew Too Much,7.3,276.0,Paramount Pictures
11219,English,The Trouble with Harry,"Trouble erupts in a small, quiet New England town when a man's body is found in the woods. The problem is that almost everyone in town thinks that they had something to do with his death.",6.486117,/tXq2vB69rv6uqqkyiqfxci0TMgZ.jpg,1955-10-03,99,The Trouble with Harry,6.9,152.0,Paramount Pictures
845,English,Strangers on a Train,A psychotic socialite confronts a pro tennis star with a theory on how two complete strangers can get away with murder...a theory that he plans to implement.,15.41773,/akslUekHOWvE0UFBVb4GRkxRRoi.jpg,1951-06-18,101,Strangers on a Train,7.6,379.0,Warner Bros.
847,English,Willow,"Fearful of a prophecy stating that a girl child will be born to bring about her downfall, the evil Queen Bavmorda imprisons all pregnant women within the formidable stronghold of Nockmaar. A child, Elora Danan, is born in the Nockmaar dungeons and identified as the prophesied child by a birthmark on her arm. However, before the black sorceress arrives to claim the child, Elora's mother convinces her reluctant midwife to escape with the baby. Willow, a timid farmer and aspiring sorcerer, is entrusted with delivering the royal infant from evil.",9.918312,/uxB76XmAMEFeeaRqsPAVumn6rTE.jpg,1988-05-01,126,Willow,6.9,484.0,Lucasfilm
117,English,The Untouchables,"Young Treasury Agent Elliot Ness arrives in Chicago and is determined to take down Al Capone, but it's not going to be easy because Capone has the police in his pocket. Ness meets Jimmy Malone, a veteran patrolman and probably the most honorable one on the force. He asks Malone to help him get Capone, but Malone warns him that if he goes after Capone, he is going to war.",11.062203,/qx4CDBhJDX5LQoVZ8UXPxQy5pt7.jpg,1987-06-02,119,The Untouchables,7.6,1424.0,Paramount Pictures
21734,English,Shadow of a Doubt,"A bored young woman, a teen living in Santa Rosa, California, Charlotte ""Charlie"" Newton (Wright), is frustrated because nothing seems to be happening in her life and that of her family. Then, she receives wonderful news: her uncle (for whom she was named), Charlie Oakley (Cotten), is arriving for a visit. But Uncle Charlie may not be the man he seems to be.",8.007141,/yOh2tz9FlQ6D89qOqHBpScv5tBP.jpg,1943-01-16,108,Shadow of a Doubt,7.5,219.0,Universal Pictures
940,English,The Lady Vanishes,"On a train headed for England a group of travelers is delayed by an avalanche. Holed up in a hotel in a fictional European country, young Iris befriends elderly Miss Froy. When the train resumes, Iris suffers a bout of unconsciousness and wakes to find the old woman has disappeared. The other passengers ominously deny Miss Froy ever existed, so Iris begins to investigate with another traveler and, as the pair sleuth, romantic sparks fly.",6.078088,/edL8YmyR1BjICz3mp1fhUqSOPnF.jpg,1938-07-26,96,The Lady Vanishes,7.5,183.0,Gainsborough Pictures
10220,English,Rounders,A young man is a reformed gambler who must return to playing big stakes poker to help a friend pay off loan sharks.,8.783454,/j5IzmdWdO5CqgeoyJLZ1dO7w375.jpg,1998-09-11,121,Rounders,6.9,451.0,Miramax Films
431,English,Cube,Seven strangers are taken out of their daily lives and placed mysteriously in a deadly cube where they all agree they must find their way out.,12.095263,/u50r6chJGO2iqxVAvtQ07obiCkB.jpg,1997-09-09,90,Cube,6.9,1101.0,Téléfilm Canada
3525,English,Working Girl,"Witty, romantic look at life in the corporate jungle. Tess McGill is an ambitious secretary with a unique approach for climbing the ladder to success. When her classy, but villainous boss breaks a leg skiing, Tess takes over her office, her apartment and even her wardrobe. She creates a deal with a handsome investment banker that will either take her to the top, or finish her off for good.",8.318954,/nuI5dlPhKb0H1wyn85fIJirdwpX.jpg,1988-12-20,114,Working Girl,6.5,242.0,Twentieth Century Fox Film Corporation
2028,English,Say Anything...,"A budding romance between noble underachiever Lloyd Dobler and high school valedictorian Diane Court is threatened when Diane's overly possessive, disapproving father interferes with their relationship. With a prized scholarship to study abroad hanging in the balance, Diane must find a way to make both men happy.",6.953646,/oVlRVSZx5IpQCC6uymBYpP1fggB.jpg,1989-04-14,100,Say Anything...,7.2,244.0,Gracie Films
11597,English,Toys,"Leslie Zevo is a fun-loving inventor who must save his late father's toy factory from his evil uncle, Leland, a war-mongering general who rules the operation with an iron fist and builds weapons disguised as toys.",5.923774,/ea5W7Py440QZS38B6TaX1ja1TlN.jpg,1992-12-18,118,Toys,5.0,173.0,Twentieth Century Fox Film Corporation
881,English,A Few Good Men,"When cocky military lawyer Lt. Daniel Kaffee and his co-counsel, Lt. Cmdr. JoAnne Galloway, are assigned to a murder case, they uncover a hazing ritual that could implicate high-ranking officials such as shady Col. Nathan Jessep.",12.330249,/WgWLwk55YaXFZdlMnPJTKlxGcz.jpg,1992-12-11,138,A Few Good Men,7.1,899.0,David Brown Productions
4478,English,Indecent Proposal,"Robert Redford stars as billionaire John Gage, who offers a down-on-his-luck yuppie husband (Woody Harrelson) $1 million for the opportunity to spend the night with the man's wife (Demi Moore).",7.118123,/tBsmJ9owjjnT4rO4kE1mOzxQAJc.jpg,1993-04-07,117,Indecent Proposal,5.8,300.0,Paramount Pictures
