,id,spoken_languages
18072,16804,日本語
18073,25405,english
18074,73953,العربية
18075,73953,english
18076,1961,english
18077,15148,english
18078,15945,english
18079,171840,english
18080,171840,français
18081,171840,español
18082,14204,english
18083,14204,普通话
18084,20829,english
18085,30508,deutsch
18086,15039,english
18087,13639,nederlands
18088,47561,english
18089,18884,english
18090,26036,english
18091,434306,english
18092,14977,english
18093,14977,polski
18094,157909,english
18095,21851,english
18096,15105,english
18097,17314,english
18098,24351,english
18099,94405,english
18100,38087,english
18101,16177,nederlands
18102,29363,普通话
18103,79331,english
18104,36499,english
18105,15268,english
18106,17317,english
18107,17317,deutsch
18108,17317,español
18109,434,deutsch
18110,15670,english
18111,206034,english
18112,19255,english
18113,43034,english
18114,43034,日本語
18115,43034,español
18116,29117,english
18117,14979,english
18118,14979,nederlands
18119,14979,pусский
18120,18208,english
18121,41054,italiano
18122,37468,english
18123,8832,italiano
18124,50013,pусский
18125,8279,français
18126,14063,english
18127,13207,english
18128,15067,한국어/조선말
18129,14853,english
18130,15159,english
18131,18529,english
18132,7916,english
18133,38789,svenska
18134,90324,english
18135,90324,український
18136,67384,français
18137,36281,日本語
18138,42818,français
18139,29717,english
18140,43873,français
18141,17158,english
18142,24221,français
18143,24221,tiếng việt
18144,17077,suomi
18145,17077,svenska
18146,47497,polski
18147,10049,český
18148,10049,english
18149,9914,english
18150,40227,english
18151,20421,english
18152,125858,日本語
18153,111014,english
18154,14301,english
18155,8382,english
18156,13849,english
18157,13849,français
18158,13849,polski
18159,27061,english
18160,27061,français
18161,43146,français
18162,53574,english
18163,74286,english
18164,26939,english
18165,26127,english
18166,26127,français
18167,13613,english
18168,16538,english
18169,19998,english
18170,19998,español
18171,5334,english
18172,26387,english
18173,7517,english
18174,34474,english
18175,34474,français
18176,34474,deutsch
18177,13094,english
18178,18781,český
18179,18781,english
18180,27757,english
18181,16558,english
18182,16558,deutsch
18183,16558,pусский
18184,16558,español
18185,13811,english
18186,17003,english
18187,17003,español
18188,80314,日本語
18189,16353,český
18190,16353,普通话
18191,16353,pусский
18192,16353,ภาษาไทย
18193,15472,svenska
18194,15472,english
18195,52528,english
18196,13090,english
18197,13090,español
18198,15854,english
18199,53651,english
18200,58076,english
18201,143240,polski
18202,73856,pусский
18203,14180,english
18204,36836,日本語
18205,17166,english
18206,47739,english
18207,16325,english
18208,16325,pусский
18209,113321,polski
18210,17097,english
18211,46799,polski
18212,19950,हिन्दी
18213,15512,english
18214,14735,广州话 / 廣州話
18215,14735,english
18216,14735,français
18217,24220,english
18218,24220,italiano
18219,24220,română
18220,24220,español
18221,21946,français
18222,20529,english
18223,30155,english
18224,39914,english
18225,42914,english
18226,36392,polski
18227,62437,deutsch
18228,6968,english
18229,6968,français
18230,6968,deutsch
18231,6968,svenska
18232,13161,english
18233,16197,english
18234,53828,english
18235,34015,english
18236,13808,english
18237,14637,english
18238,15912,english
18239,18096,magyar
18240,18096,english
18241,18094,english
18242,33811,english
18243,33811,español
18244,53863,english
18245,16991,english
18246,99283,english
18247,94854,english
18248,43396,english
18249,16614,english
18250,31273,türkçe
18251,31273,polski
18252,31273,
18253,31273,український
18254,18558,english
18255,16071,english
18256,20048,english
18257,20048,suomi
18258,8747,english
18259,16258,english
18260,15451,deutsch
18261,15451,pусский
18262,330711,english
18263,82962,english
18264,22705,english
18265,22705,italiano
18266,16005,english
18267,39331,polski
18268,284117,english
18269,284117,nederlands
18270,55500,suomi
18271,14164,english
18272,14164,日本語
18273,14164,हिन्दी
18274,3632,english
18275,9841,english
18276,91099,español
18277,97421,english
18278,43250,english
18279,1940,english
18280,33726,english
18281,33726,français
18282,61070,suomi
18283,93562,english
18284,13557,english
18285,10041,english
18286,31132,polski
18287,13804,english
18288,34796,english
18289,35849,english
18290,35022,日本語
18291,45965,日本語
18292,19976,français
18293,1387,english
18294,21376,english
18295,16867,english
18296,19833,english
18297,16919,english
18298,15580,english
18299,15801,english
18300,8902,português
18301,19618,english
18302,83099,english
18303,27644,english
18304,18947,english
18305,46096,english
18306,67857,english
18307,16996,english
18308,8833,english
18309,8833,português
18310,16869,deutsch
18311,16869,english
18312,16869,français
18313,16869,italiano
18314,16995,广州话 / 廣州話
18315,16995,english
18316,99224,english
18317,94139,english
18318,10000,español
18319,44967,pусский
18320,45882,العربية
18321,45882,فارسی
18322,21641,english
18323,15092,english
18324,24365,english
18325,24365,italiano
18326,38872,polski
18327,95977,english
18328,17431,español
18329,17431,english
18330,67849,english
18331,112582,english
18332,205410,english
18333,13123,हिन्दी
18334,33974,english
18335,33974,deutsch
18336,33974,
18337,33974,ภาษาไทย
18338,45949,deutsch
18339,18320,english
18340,18320,deutsch
18341,49571,日本語
18342,17436,english
18343,30843,한국어/조선말
18344,2080,english
18345,17680,english
18346,17680,français
18347,36175,日本語
18348,53624,english
18349,120528,english
18350,17073,english
18351,21191,polski
18352,21191,español
18353,13475,english
18354,24273,english
18355,38464,english
18356,22152,english
18357,16279,english
18358,72891,pусский
18359,6461,deutsch
18360,23391,english
18361,11160,italiano
18362,168643,english
18363,19350,english
18364,19350,deutsch
18365,15384,普通话
18366,15384,ภาษาไทย
18367,48116,română
18368,15342,français
18369,25004,suomi
18370,17124,český
18371,17124,english
18372,17124,français
18373,210487,polski
18374,64115,polski
18375,17532,english
18376,10946,english
18377,10946,português
18378,23590,english
18379,30416,english
18380,65503,english
18381,38869,polski
18382,17027,english
18383,15577,english
18384,13448,english
18385,13448,italiano
18386,13448,latin
18387,13448,français
18388,13448,deutsch
18389,13448,普通话
18390,288035,english
18391,92312,italiano
18392,80592,english
18393,80592,español
18394,17635,english
18395,42738,english
18396,14141,english
18397,30312,english
18398,47906,english
18399,111752,english
18400,122160,english
18401,17740,english
18402,42943,english
18403,42943,español
18404,13532,english
18405,18495,english
18406,180162,english
18407,25218,english
18408,24053,english
18409,53947,english
18410,15705,english
18411,14448,français
18412,21583,english
18413,21583,广州话 / 廣州話
18414,534,english
18415,534,italiano
18416,18360,english
18417,38008,deutsch
18418,2049,english
18419,19375,english
18420,23997,english
18421,18238,english
18422,21755,english
18423,21755,français
18424,21755,český
18425,21755,日本語
18426,43378,english
18427,121707,english
18428,30239,deutsch
18429,30239,italiano
18430,101362,polski
18431,8211,polski
18432,8429,english
18433,8429,deutsch
18434,8429,italiano
18435,44012,français
18436,10541,français
18437,19955,français
18438,90799,english
18439,39194,english
18440,36460,english
18441,15555,english
18442,40022,italiano
18443,86764,français
18444,42062,english
18445,14126,english
18446,14126,français
18447,17332,english
18448,18405,english
18449,155426,polski
18450,21832,日本語
18451,16871,english
18452,16871,español
18453,16871,magyar
18454,16871,český
18455,14160,english
18456,21967,日本語
18457,14003,deutsch
18458,14003,日本語
18459,16899,english
18460,21724,english
18461,8282,français
18462,31404,no language
18463,42513,english
18464,42513,français
18465,83868,english
18466,4934,english
18467,15588,português
18468,15588,français
18469,15588,english
18470,15588,עִבְרִית
18471,61109,english
18472,129089,english
18473,14857,français
18474,14857,english
18475,14857,italiano
18476,17927,english
18477,77822,english
18478,14330,english
18479,14330,español
18480,26508,english
18481,28677,english
18482,19203,english
18483,15712,english
18484,15712,français
18485,15712,
18486,15712,türkçe
18487,13975,english
18488,18785,english
18489,16164,english
18490,17609,english
18491,33104,हिन्दी
18492,37924,english
18493,43321,english
18494,18869,english
18495,17829,english
18496,16345,हिन्दी
18497,81512,english
18498,115306,suomi
18499,27134,english
18500,37024,日本語
18501,53622,english
18502,761,français
18503,11914,français
18504,64968,français
18505,34300,english
18506,58018,polski
18507,45560,deutsch
18508,26506,english
18509,26506,
18510,13856,english
18511,14536,english
18512,14536,español
18513,13710,français
18514,15084,deutsch
18515,14451,norsk
18516,18162,english
18517,34482,english
18518,16324,deutsch
18519,16324,norsk
18520,50600,english
18521,19724,english
18522,18487,english
18523,27799,日本語
18524,8883,dansk
18525,8883,deutsch
18526,49767,english
18527,29314,português
18528,40465,english
18529,40465,deutsch
18530,10272,english
18531,23924,english
18532,18061,isizulu
18533,18061,english
18534,21179,english
18535,42341,日本語
18536,18760,普通话
18537,18760,广州话 / 廣州話
18538,11693,日本語
18539,40509,english
18540,15073,english
18541,15073,español
18542,31544,english
18543,84119,english
18544,84119,français
18545,33409,فارسی
18546,33409,english
18547,18240,english
18548,51260,english
18549,28110,español
18550,28110,english
18551,89484,deutsch
18552,89484,english
18553,17610,english
18554,8933,norsk
18555,37911,english
18556,38773,english
18557,8269,srpski
18558,45779,english
18559,27085,english
18560,8940,english
18561,133,english
18562,20152,íslenska
18563,14938,english
18564,19508,english
18565,66770,english
18566,12162,english
18567,12162,العربية
18568,12162,türkçe
18569,4498,español
18570,176810,english
18571,170477,english
18572,75015,deutsch
18573,75015,polski
18574,18507,english
18575,16240,english
18576,50030,français
18577,81223,polski
18578,24772,english
18579,67515,english
18580,29082,français
18581,8284,english
18582,4250,deutsch
18583,4250,italiano
18584,32451,english
18585,62128,english
18586,8373,english
18587,8373,español
18588,62320,français
18589,24734,english
18590,75317,türkçe
18591,8939,қазақ
18592,8939,pусский
18593,35404,english
18594,91205,english
18595,53906,english
18596,19079,english
18597,19265,english
18598,12556,english
18599,43638,english
18600,43638,
18601,43638,tiếng việt
18602,4990,english
18603,43192,english
18604,11322,english
18605,8355,english
18606,10821,türkçe
18607,176241,english
18608,47075,english
18609,25728,english
18610,20301,english
18611,242737,polski
18612,52109,english
18613,251657,suomi
18614,24927,english
18615,24927,pусский
18616,183871,english
18617,10024,hrvatski
18618,10024,english
18619,10788,english
18620,10788,हिन्दी
18621,15423,english
18622,15423,polski
18623,33321,english
18624,69426,english
18625,69426,தமிழ்
18626,69426,తెలుగు
18627,16226,english
18628,42659,english
18629,16440,english
18630,37021,日本語
18631,62186,english
18632,22612,english
18633,19913,english
18634,19913,français
18635,19913,svenska
18636,47104,فارسی
18637,17359,português
18638,47920,español
18639,47920,english
18640,45184,english
18641,18480,český
18642,18480,english
18643,18480,deutsch
18644,64831,english
18645,266814,english
18646,4931,english
18647,301233,english
18648,18901,norsk
18649,14728,english
18650,16911,pусский
18651,70648,slovenščina
18652,8884,english
18653,38940,english
18654,38940,français
18655,19105,english
18656,14758,english
18657,767,english
18658,59847,français
18659,60623,français
18660,14687,english
18661,14687,español
18662,351862,english
18663,10353,français
18664,245367,english
18665,9592,english
18666,9592,français
18667,68572,english
18668,84278,english
18669,43195,deutsch
18670,43195,italiano
18671,23964,english
18672,14531,english
18673,76465,english
18674,51302,english
18675,14197,english
18676,20174,english
18677,48773,广州话 / 廣州話
18678,48773,english
18679,8054,english
18680,8054,pусский
18681,8054,français
18682,19929,english
18683,19929,deutsch
18684,18696,français
18685,18696,italiano
18686,18696,english
18687,3478,français
18688,3478,deutsch
18689,3478,italiano
18690,30713,español
18691,54759,svenska
18692,54759,suomi
18693,30121,english
18694,64901,english
18695,64901,français
18696,64901,magyar
18697,23720,english
18698,14843,english
18699,8937,日本語
18700,9974,english
18701,9974,svenska
18702,22302,français
18703,20382,english
18704,53868,english
18705,69342,english
18706,37516,english
18707,19727,español
18708,19727,english
18709,56150,english
18710,56150,magyar
18711,22215,english
18712,22215,français
18713,22215,italiano
18714,22215,latin
18715,18635,français
18716,18635,english
18717,4983,english
18718,53830,english
18719,53830,deutsch
18720,38971,english
18721,49691,français
18722,39415,français
18723,20407,english
18724,22408,english
18725,23286,english
18726,97995,english
18727,67967,english
18728,67967,português
18729,21208,english
18730,21208,eesti
18731,21208,français
18732,131351,english
18733,16056,english
18734,20943,english
18735,82311,english
18736,47870,english
18737,104083,english
18738,21407,english
18739,12403,english
18740,62547,français
18741,15422,english
18742,14833,english
18743,41183,english
18744,44578,english
18745,20856,english
18746,17654,afrikaans
18747,17654,
18748,17654,
18749,17654,
18750,17654,isizulu
18751,17654,english
18752,24803,english
18753,24803,français
18754,38879,français
18755,17335,english
18756,13836,english
18757,20071,español
18758,13730,français
18759,15438,français
18760,18126,english
18761,14869,english
18762,14869,français
18763,14869,
18764,14415,français
18765,14415,deutsch
18766,14415,latin
18767,30250,english
18768,30250,magyar
18769,121895,français
18770,121895,english
18771,17134,český
18772,17134,english
18773,50719,english
18774,105703,普通话
18775,176650,普通话
18776,17199,français
18777,20153,english
18778,20777,english
18779,54982,english
18780,92989,普通话
18781,45999,普通话
18782,18908,dansk
18783,31067,english
18784,39286,english
18785,39286,español
18786,13752,english
18787,13752,suomi
18788,13752,deutsch
18789,13752,norsk
18790,13752,pусский
18791,22600,afrikaans
18792,22600,english
18793,99657,deutsch
18794,40797,english
18795,40743,english
18796,17285,norsk
18797,12407,english
18798,12407,italiano
18799,18440,english
18800,22602,english
18801,40799,english
18802,40071,nederlands
18803,19422,english
18804,31670,français
18805,38107,english
18806,15137,日本語
18807,37047,日本語
18808,66949,français
18809,77285,日本語
18810,64728,日本語
18811,11115,english
18812,22795,english
18813,21878,english
18814,21878,español
18815,18585,日本語
18816,18585,english
18817,19905,english
18818,22051,english
18819,25902,magyar
18820,16634,english
18821,58421,english
18822,31913,english
18823,14940,english
18824,14940,français
18825,14940,日本語
18826,24420,english
18827,13797,english
18828,13797,español
18829,12605,deutsch
18830,128856,deutsch
18831,145066,english
18832,31216,english
18833,19556,english
18834,23367,english
18835,49982,日本語
18836,49982,普通话
18837,49982,广州话 / 廣州話
18838,45852,english
18839,24999,日本語
18840,16710,english
18841,19840,english
18842,25047,français
18843,33199,한국어/조선말
18844,22025,日本語
18845,99599,普通话
18846,25183,english
18847,19170,english
18848,14745,english
18849,14745,pусский
18850,19585,english
18851,41682,english
18852,17336,english
18853,11928,english
18854,11928,français
18855,11928,español
18856,98289,english
18857,99600,广州话 / 廣州話
18858,99600,日本語
18859,99600,普通话
18860,18281,english
18861,8895,english
18862,8895,français
18863,8895,עִבְרִית
18864,18533,english
18865,30319,english
18866,30319,español
18867,18820,english
18868,85097,english
18869,85097,español
18870,12839,english
18871,15775,english
18872,44655,español
18873,43384,english
18874,46351,english
18875,38662,english
18876,18032,english
18877,677,deutsch
18878,685,deutsch
18879,92011,english
18880,49835,english
18881,18759,english
18882,87683,bahasa indonesia
18883,87683,english
18884,18568,english
18885,33314,english
18886,33314,français
18887,21657,english
18888,8899,français
18889,8899,deutsch
18890,20778,français
18891,22492,english
18892,17153,pусский
18893,17153,english
18894,21236,english
18895,35059,english
18896,43878,français
18897,29967,english
18898,68692,english
18899,15641,english
18900,21955,english
18901,43303,english
18902,25704,english
18903,21371,english
18904,21371,français
18905,21371,español
18906,21371,wolof
18907,23115,english
18908,41427,italiano
18909,184781,english
18910,36108,dansk
18911,36108,english
18912,36108,suomi
18913,36108,français
18914,36108,עִבְרִית
18915,36108,italiano
18916,36108,日本語
18917,36108,português
18918,36108,pусский
18919,36108,español
18920,36108,
18921,36108,普通话
18922,23049,english
18923,26914,english
18924,15457,français
18925,758,english
18926,43734,english
18927,41496,deutsch
18928,12410,english
18929,45458,français
18930,64544,français
18931,26320,english
18932,41127,english
18933,35203,english
18934,34869,pусский
18935,24150,english
18936,65990,english
18937,65990,français
18938,65990,magyar
18939,65990,español
18940,60216,english
18941,60216,deutsch
18942,21336,english
18943,35044,english
18944,2861,français
18945,23451,english
18946,23451,italiano
18947,25376,español
18948,59314,english
18949,12244,english
18950,58450,italiano
18951,58450,pусский
18952,5060,english
18953,15809,english
18954,15809,deutsch
18955,29914,english
18956,52710,français
18957,140887,english
18958,140887,deutsch
18959,40979,english
18960,22494,english
18961,37903,deutsch
18962,37903,italiano
18963,37903,latin
18964,37903,polski
18965,227370,suomi
18966,227370,svenska
18967,17899,español
18968,18120,english
18969,18120,español
18970,106006,english
18971,17445,english
18972,17445,español
18973,63581,english
18974,23736,english
18975,19898,english
18976,19898,tiếng việt
18977,19898,deutsch
18978,20171,español
18979,20171,english
18980,21700,español
18981,57412,english
18982,57412,français
18983,72083,español
18984,17046,english
18985,17046,français
18986,6309,english
18987,10313,english
18988,20715,english
18989,17632,english
18990,31936,english
18991,31936,español
18992,40954,english
18993,8071,english
18994,8071,français
18995,43255,日本語
18996,42225,deutsch
18997,42225,italiano
18998,42225,latin
18999,42225,
19000,689,ελληνικά
19001,22774,français
19002,22774,english
19003,22774,italiano
19004,32317,français
19005,47576,english
19006,47576,español
19007,2979,english
19008,17618,english
19009,19994,español
19010,19994,english
19011,11323,english
19012,117531,english
19013,42762,english
19014,3511,english
19015,37317,english
19016,37317,español
19017,25900,english
19018,29134,العربية
19019,29134,english
19020,12569,english
19021,19912,english
19022,18501,english
19023,22794,english
19024,279606,english
19025,26367,english
19026,43757,english
19027,23253,english
19028,114618,english
19029,18570,english
19030,36703,english
19031,46768,italiano
19032,18724,english
19033,22536,english
19034,22536,français
19035,22536,한국어/조선말
19036,16873,english
19037,22326,suomi
19038,25643,english
19039,29963,français
19040,29963,english
19041,30685,deutsch
19042,30685,english
19043,25549,english
19044,63615,español
19045,26009,english
19046,26500,العربية
19047,26500,english
19048,26500,français
19049,26500,עִבְרִית
19050,35113,english
19051,40225,français
19052,17455,english
19053,12699,english
19054,25532,español
19055,23827,english
19056,14579,english
19057,185591,français
19058,28299,english
19059,16194,english
19060,62396,english
19061,18974,english
19062,18974,français
19063,64450,
19064,44208,english
19065,44208,français
19066,19136,english
19067,25112,english
19068,28051,italiano
19069,20178,english
19070,67612,português
19071,25050,日本語
19072,43360,français
19073,41053,हिन्दी
19074,54563,français
19075,76636,français
19076,76636,wolof
19077,22074,english
19078,22074,polski
19079,91262,français
19080,38670,italiano
19081,22717,हिन्दी
19082,23128,english
19083,12573,english
19084,12573,עִבְרִית
19085,12573,
19086,28053,english
19087,24869,english
19088,90056,no language
19089,126597,český
19090,24561,日本語
19091,36800,english
19092,14476,english
19093,104275,český
19094,21398,english
19095,23127,english
19096,39506,日本語
19097,23202,english
19098,24001,english
19099,22798,english
19100,23082,english
19101,23082,português
19102,62635,english
19103,62635,हिन्दी
19104,62635,
19105,62635,
19106,61524,english
19107,19959,english
19108,19959,français
19109,18065,english
19110,19908,english
19111,28665,english
19112,23044,english
19113,18176,english
19114,23532,english
19115,46068,english
19116,33474,english
19117,26688,english
19118,22787,english
19119,22787,pусский
19120,4786,español
19121,24684,english
19122,77246,english
19123,63795,english
19124,63978,français
19125,11156,français
19126,11156,english
19127,74469,english
19128,44054,english
19129,26763,
19130,26763,english
19131,18710,italiano
19132,18710,english
19133,33476,english
19134,19899,english
19135,23706,español
19136,23706,english
19137,39488,español
19138,106254,no language
19139,11807,हिन्दी
19140,11807,italiano
19141,17622,english
19142,17622,magyar
19143,60773,français
19144,885,no language
19145,126136,english
19146,23966,english
19147,188858,español
19148,188858,français
19149,44685,日本語
19150,92990,普通话
19151,43902,english
19152,43850,english
19153,33380,日本語
19154,33380,english
19155,33380,deutsch
19156,21910,english
19157,4734,français
19158,42678,english
19159,44334,english
19160,42537,english
19161,16523,english
19162,46931,eesti
19163,46931,suomi
19164,46931,pусский
19165,1686,english
19166,67062,português
19167,59239,বাংলা
19168,85927,français
19169,63107,pусский
19170,29124,english
19171,44630,český
19172,44630,english
19173,44630,italiano
19174,37340,english
19175,38702,english
19176,43990,english
19177,18214,english
19178,3513,český
19179,3513,english
19180,3513,français
19181,19837,english
19182,25132,english
19183,12572,广州话 / 廣州話
19184,12572,english
19185,12572,français
19186,12572,
19187,12572,
19188,22803,english
19189,32563,english
19190,52941,english
19191,180576,english
19192,33806,nederlands
19193,50936,广州话 / 廣州話
19194,8915,english
19195,19904,english
19196,120518,english
19197,24238,english
19198,24238,
19199,19918,english
19200,24056,english
19201,23512,english
19202,31189,العربية
19203,31189,english
19204,54154,english
19205,54154,deutsch
19206,54154,italiano
19207,85763,english
19208,37637,english
19209,37637,español
19210,94663,magyar
19211,69912,français
19212,51619,english
19213,21058,普通话
19214,30506,english
19215,97029,wolof
19216,97029,english
19217,97029,العربية
19218,71041,deutsch
19219,98914,pусский
19220,54419,français
19221,54419,română
19222,89681,english
19223,89681,português
19224,89681,español
19225,42788,italiano
19226,8926,english
19227,16398,english
19228,24392,english
19229,24392,polski
19230,2973,no language
19231,32928,pусский
19232,22947,english
19233,141640,español
19234,168607,english
19235,13558,english
19236,105419,español
19237,47430,polski
19238,34631,english
19239,19035,český
19240,56619,český
19241,26191,français
19242,26191,deutsch
19243,23173,english
19244,53985,english
19245,49167,العربية
19246,49167,français
19247,39306,english
19248,71171,english
19249,84089,english
19250,84089,italiano
19251,31021,polski
19252,173171,polski
19253,48329,english
19254,44338,no language
19255,36577,日本語
19256,22447,english
19257,43893,english
19258,65403,english
19259,22804,english
19260,13576,english
19261,28422,日本語
19262,108021,english
19263,94653,english
19264,1697,deutsch
19265,36949,english
19266,38680,english
19267,24418,english
19268,22821,english
19269,22821,italiano
19270,22821,español
19271,22800,english
19272,24804,english
19273,24804,italiano
19274,29150,english
19275,14968,english
19276,14968,한국어/조선말
19277,16577,english
19278,61647,english
19279,37767,español
19280,37767,italiano
19281,22820,english
19282,10315,english
19283,30431,english
19284,38984,english
19285,38984,français
19286,38984,magyar
19287,38984,pусский
19288,36278,english
19289,54648,english
19290,32834,english
19291,14834,english
19292,14834,français
19293,51317,español
19294,70555,deutsch
19295,63401,français
19296,84273,no language
19297,82040,český
19298,85715,pусский
19299,836,português
19300,17979,english
19301,43370,english
19302,113520,english
19303,94638,deutsch
19304,94638,pусский
19305,105077,english
19306,95600,deutsch
19307,53767,english
19308,53767,हिन्दी
19309,18930,english
19310,4475,english
19311,24565,deutsch
19312,24565,polski
19313,108200,english
19314,77121,english
19315,52048,english
19316,75804,english
19317,24480,english
19318,37060,deutsch
19319,19851,english
19320,19851,magyar
19321,24293,日本語
19322,14161,english
19323,14161,français
19324,14161,हिन्दी
19325,14161,italiano
19326,14161,latin
19327,14161,普通话
19328,14161,português
19329,14161,pусский
19330,14161,
19331,22825,english
19332,8088,english
19333,8088,español
19334,70805,english
19335,21581,français
19336,22824,english
19337,25793,english
19338,25793,italiano
19339,23189,english
19340,11699,español
19341,11699,english
19342,18239,english
19343,18239,italiano
19344,17774,english
19345,17774,deutsch
19346,28089,english
19347,28089,español
19348,14859,english
19349,7860,العربية
19350,7860,עִבְרִית
19351,22832,english
19352,32511,română
19353,14172,english
19354,14172,français
19355,19167,english
19356,19167,italiano
19357,121088,español
19358,2261,english
19359,9924,english
19360,9924,español
19361,30231,english
19362,30231,deutsch
19363,30231,español
19364,33273,english
19365,33273,español
19366,33273,euskera
19367,33035,english
19368,55628,english
19369,112687,english
19370,20411,english
19371,71329,bamanankan
19372,71329,fulfulde
19373,32543,français
19374,54966,اردو
19375,91426,日本語
19376,6058,english
19377,31002,english
19378,34003,english
19379,25472,english
19380,7445,english
19381,7445,français
19382,23269,suomi
19383,153118,no language
19384,18595,english
19385,27258,english
19386,20764,english
19387,20764,español
19388,25467,english
19389,22881,english
19390,93743,no language
19391,94466,日本語
19392,58435,deutsch
19393,58435,english
19394,1284,español
19395,19116,deutsch
19396,19116,english
19397,25716,english
19398,25716,日本語
19399,36106,english
19400,104776,english
19401,104776,日本語
19402,8353,português
19403,15400,english
19404,22640,english
19405,22949,english
19406,22949,український
19407,36272,english
19408,16866,english
19409,16866,español
19410,12404,english
19411,23951,english
19412,23951,français
19413,23951,deutsch
19414,23951,日本語
19415,30238,english
19416,29406,english
19417,34653,english
19418,34653,español
19419,14452,english
19420,18472,english
19421,51284,pусский
19422,7980,english
19423,22954,english
19424,2143,english
19425,2143,español
19426,10198,français
19427,10198,english
19428,26171,english
19429,32634,english
19430,4597,english
19431,4597,deutsch
19432,37190,english
19433,31909,english
19434,62131,english
19435,20606,english
19436,139212,english
19437,139212,suomi
19438,57654,kinyarwanda
19439,18175,english
19440,88067,english
19441,30526,english
19442,30526,deutsch
19443,30526,한국어/조선말
19444,347,no language
19445,35867,বাংলা
19446,64414,english
19447,64414,français
19448,64414,italiano
19449,83491,pусский
19450,56800,français
19451,28392,english
19452,92432,english
19453,92432,français
19454,92432,עִבְרִית
19455,92432,italiano
19456,45987,日本語
19457,55261,english
19458,27719,english
19459,27719,français
19460,42836,français
19461,42836,deutsch
19462,101382,日本語
19463,47122,english
19464,89785,deutsch
19465,129417,pусский
19466,53161,no language
19467,47046,ภาษาไทย
19468,82404,português
19469,128846,deutsch
19470,63764,français
19471,148597,普通话
19472,46886,eesti
19473,46886,suomi
19474,46886,pусский
19475,46886,english
19476,24438,english
19477,24438,italiano
19478,24438,pусский
19479,24438,español
19480,24438,український
19481,60639,普通话
19482,14704,español
19483,100122,español
19484,33052,english
19485,140281,english
19486,26032,english
19487,29697,english
19488,29697,isizulu
19489,16576,italiano
19490,16576,हिन्दी
19491,19197,english
19492,19197,polski
19493,23947,svenska
19494,25968,english
19495,32615,english
19496,19995,english
19497,19995,español
19498,10197,english
19499,10197,français
19500,10197,italiano
19501,9650,english
19502,9650,pусский
19503,64481,français
19504,10268,français
19505,22897,english
19506,22897,français
19507,10528,english
19508,10528,français
19509,25196,english
19510,25196,español
19511,13988,english
19512,36811,english
19513,40054,magyar
19514,23398,english
19515,23398,français
19516,28520,english
19517,15772,हिन्दी
19518,38908,english
19519,42206,deutsch
19520,26533,deutsch
19521,26533,italiano
19522,26533,english
19523,25137,english
19524,22043,english
19525,18898,english
19526,26123,english
19527,40494,english
19528,40494,italiano
19529,27172,español
19530,27172,english
19531,17591,english
19532,17591,deutsch
19533,17591,español
19534,49687,italiano
19535,51831,english
19536,44808,english
19537,121379,english
19538,41886,english
19539,94803,deutsch
19540,156015,français
19541,94727,no language
19542,132392,english
19543,114790,deutsch
19544,36293,english
19545,26129,english
19546,110733,pусский
19547,96107,english
19548,27390,english
19549,27390,italiano
19550,122163,english
19551,25769,english
19552,14159,english
19553,14159,हिन्दी
19554,25680,english
19555,36117,deutsch
19556,43876,français
19557,63215,english
19558,63215,français
19559,124994,日本語
19560,54051,english
19561,80960,deutsch
19562,97032,العربية
19563,97032,français
19564,97032,deutsch
19565,148536,pусский
19566,64736,pусский
19567,23963,
19568,23963,english
19569,23963,français
19570,35148,français
19571,35148,english
19572,35148,norsk
19573,35148,português
19574,35148,ภาษาไทย
19575,35148,普通话
19576,60489,english
19577,16204,english
19578,23404,english
19579,23404,deutsch
19580,23404,pусский
19581,20236,english
19582,148077,suomi
19583,148077,english
19584,42564,english
19585,65572,english
19586,25190,english
19587,25190,français
19588,25190,español
19589,22327,english
19590,22327,français
19591,19901,english
19592,28644,
19593,28644,español
19594,24458,english
19595,24458,français
19596,13723,english
19597,15791,普通话
19598,28178,english
19599,28178,日本語
19600,291554,english
19601,149851,english
19602,147683,română
19603,147683,english
19604,25195,english
19605,20504,english
19606,33613,svenska
19607,57251,shqip
19608,57251,english
19609,57251,deutsch
19610,57251,italiano
19611,57251,فارسی
19612,85126,english
19613,123772,english
19614,4286,italiano
19615,21575,العربية
19616,21575,
19617,21575,français
19618,104320,italiano
19619,4932,english
19620,39023,bahasa indonesia
19621,187401,广州话 / 廣州話
19622,187401,普通话
19623,25927,english
19624,25927,português
19625,14173,dansk
19626,28227,english
19627,31875,english
19628,31875,pусский
19629,44085,العربية
19630,44085,english
19631,44085,français
19632,58589,english
19633,26820,english
19634,119905,català
19635,119905,עִבְרִית
19636,24271,english
19637,52273,english
19638,95140,english
19639,95140,français
19640,179066,english
19641,37222,english
19642,55197,日本語
19643,87065,english
19644,28280,english
19645,28280,deutsch
19646,26125,english
19647,26765,english
19648,5707,english
19649,323111,english
19650,26961,english
19651,1450,english
19652,1450,日本語
19653,101006,español
19654,52429,english
19655,81895,english
19656,81895,français
19657,148435,suomi
19658,46335,français
19659,46335,español
19660,18476,english
19661,15774,english
19662,15774,हिन्दी
19663,15774,italiano
19664,15774,தமிழ்
19665,20107,english
19666,12161,deutsch
19667,12161,türkçe
19668,164421,ελληνικά
19669,101342,français
19670,101342,português
19671,41970,english
