,movieid,castid,character_name,actor_name,order
1822,9730.0,1,Trisha 'Trish' Jarvis,Kimberly Beck,0
1823,9730.0,2,Rob Dier,Erich Anderson,1
1824,9730.0,3,Tommy Jarvis,Corey Feldman,2
1825,9731.0,16,Pam Roberts,Melanie Kinnaman,0
1826,9731.0,17,Tommy Jarvis,John Shepherd,1
1827,9731.0,18,Reggie,Shavar Ross,2
1828,10225.0,1,Tommy,Thom Mathews,0
1829,10225.0,2,Megan Garris,Jennifer Cooke,1
1830,10225.0,3,Sheriff Garris,David Kagen,2
1831,10281.0,1,Jason Voorhees,Kane Hodder,0
1832,10281.0,2,Tina Shepard,Lar Park Lincoln,1
1833,10281.0,3,Melissa,Susan Jennifer Sullivan,2
1834,10283.0,4,Jason,Kane Hodder,0
1835,10283.0,5,Rennie Wickham,Jensen Daggett,1
1836,10283.0,16,Sean Robertson,Scott Reeves,2
1837,948.0,14,Dr. Sam Loomis,Donald Pleasence,0
1838,948.0,15,Laurie Strode,Jamie Lee Curtis,1
1839,948.0,17,Lynda van der Klok,P.J. Soles,2
1840,11281.0,1,Laurie Strode,Jamie Lee Curtis,0
1841,11281.0,2,Dr. Sam Loomis,Donald Pleasence,1
1842,11281.0,3,Sheriff Leigh Brackett,Charles Cyphers,2
1843,10676.0,1,Dr. Daniel 'Dan' Challis,Tom Atkins,0
1844,10676.0,2,Ellie Grimbridge,Stacey Nelkin,1
1845,10676.0,3,Conal Cochran,Dan O'Herlihy,2
1846,11357.0,1,Dr. Sam Loomis,Donald Pleasence,0
1847,11357.0,2,Rachel Carruthers,Ellie Cornell,1
1848,11357.0,3,Jamie Lloyd,Danielle Harris,2
1849,11361.0,1,Loomis,Donald Pleasence,0
1850,11361.0,2,Jamie,Danielle Harris,1
1851,11361.0,3,Rachel,Ellie Cornell,2
1852,10585.0,10,Karen Barclay,Catherine Hicks,0
1853,10585.0,11,Mike Norris,Chris Sarandon,1
1854,10585.0,12,Andy Barclay,Alex Vincent,2
1855,11186.0,1,Andy Barclay,Alex Vincent,0
1856,11186.0,2,Joanne Simpson,Jenny Agutter,1
1857,11186.0,3,Phil Simpson,Gerrit Graham,2
1858,11187.0,1,Andy Barclay,Justin Whalin,0
1859,11187.0,2,Kristen De Silva,Perrey Reeves,1
1860,11187.0,3,Ronald Tyler,Jeremy Sylvers,2
1861,609.0,21,Steve Freeling,Craig T. Nelson,0
1862,609.0,22,Diane Freeling,JoBeth Williams,1
1863,609.0,23,Dr. Lesh,Beatrice Straight,2
1864,11133.0,2,Steve Freeling,Craig T. Nelson,0
1865,11133.0,1,Diane Freeling,JoBeth Williams,1
1866,11133.0,3,Carol Anne Freeling,Heather O'Rourke,2
1867,9552.0,14,Regan,Linda Blair,0
1868,9552.0,2,Father Merrin,Max von Sydow,1
1869,9552.0,1,Chris MacNeil,Ellen Burstyn,2
1870,941.0,13,Sergeant Martin Riggs,Mel Gibson,0
1871,941.0,14,Sergeant Roger Murtaugh,Danny Glover,1
1872,941.0,15,Mr. Joshua,Gary Busey,2
1873,942.0,18,Martin Riggs,Mel Gibson,0
1874,942.0,19,Sergeant Roger Murtaugh,Danny Glover,1
1875,942.0,20,Leo Getz,Joe Pesci,2
1876,943.0,21,Martin Riggs,Mel Gibson,0
1877,943.0,22,Roger Murtaugh,Danny Glover,1
1878,943.0,23,Leo Getz,Joe Pesci,2
1879,927.0,25,Billy Peltzer,Zach Galligan,0
1880,927.0,26,Kate Beringer,Phoebe Cates,1
1881,927.0,18,Randall Peltzer,Hoyt Axton,2
1882,928.0,17,Billy Peltzer,Zach Galligan,0
1883,928.0,18,Kate Beringer,Phoebe Cates,1
1884,928.0,19,Daniel Clamp,John Glover,2
1885,9340.0,1,Mikey Walsh,Sean Astin,0
1886,9340.0,2,Brand Walsh,Josh Brolin,1
1887,9340.0,3,Lawrence 'Chunk' Cohen,Jeff Cohen,2
1888,9342.0,3,Alejandro Murrieta / Zorro,Antonio Banderas,0
1889,9342.0,4,Don Diego de la Vega / Zorro,Anthony Hopkins,1
1890,9342.0,2,Elena Montero / Elena Murrieta,Catherine Zeta-Jones,2
1891,12101.0,8,Detective Robert Thorn,Charlton Heston,0
1892,12101.0,9,Sol Roth,Edward G. Robinson,1
1893,12101.0,10,Shirl,Leigh Taylor-Young,2
1894,19.0,10,Maria,Brigitte Helm,0
1895,19.0,28,Johann 'Joh' Fredersen,Alfred Abel,1
1896,19.0,9,Freder Fredersen,Gustav Fröhlich,2
1897,165.0,25,Marty McFly Sr. / Marty McFly Jr. / Marlene McFly,Michael J. Fox,0
1898,165.0,15,Dr. Emmett Brown,Christopher Lloyd,1
1899,165.0,16,Lorraine,Lea Thompson,2
1900,196.0,14,Marty McFly / Seamus McFly,Michael J. Fox,0
1901,196.0,15,Dr. Emmett Brown,Christopher Lloyd,1
1902,196.0,16,Clara Clayton,Mary Steenburgen,2
1903,551.0,5,Reverand Scott,Gene Hackman,0
1904,551.0,6,Mike Rogo,Ernest Borgnine,1
1905,551.0,7,James Martin,Red Buttons,2
1906,3170.0,9,Young Bambi (voice),Donnie Dunagan,0
1907,3170.0,8,Young Thumper (voice),Peter Behn,1
1908,3170.0,7,Young Flower (voice),Stan Alexander,2
1909,346.0,13,Kikuchiyo,Toshirō Mifune,0
1910,346.0,5,Kambei Shimada,Takashi Shimura,1
1911,346.0,6,Gorobei Katayama,Yoshio Inaba,2
1912,859.0,12,Marquise Isabelle de Merteuil,Glenn Close,0
1913,859.0,13,Vicomte Sébastien de Valmont,John Malkovich,1
1914,859.0,14,Madame Marie de Tourvel,Michelle Pfeiffer,2
1915,841.0,23,Paul Atreides,Kyle MacLachlan,0
1916,841.0,16,Lady Jessica Atreides,Francesca Annis,1
1917,841.0,17,The Baron's Doctor,Leonardo Cimino,2
1918,11051.0,1,Jesus,Willem Dafoe,0
1919,11051.0,2,Judas,Harvey Keitel,1
1920,11051.0,3,Mary Magdalene,Barbara Hershey,2
1921,242.0,1,Don Michael Corleone,Al Pacino,0
1922,242.0,2,Kay Adams Michelson,Diane Keaton,1
1923,242.0,3,Don Vincent 'Vinnie' Mancini-Corleone,Andy García,2
1924,9769.0,10,Humbert Humbert,Jeremy Irons,0
1925,9769.0,11,"Dolores ""Lolita"" Haze",Dominique Swain,1
1926,9769.0,12,Charlotte Haze,Melanie Griffith,2
1927,857.0,10,Captain John H. Miller,Tom Hanks,0
1928,857.0,29,Private James Francis Ryan,Matt Damon,1
1929,857.0,32,Private Adrian Caparzo,Vin Diesel,2
1930,10957.0,1,Taran (voice),Grant Bardsley,0
1931,10957.0,2,Eilonwy (voice),Susan Sheridan,1
1932,10957.0,17,Gurgi / Doli (voice),John Byner,2
1933,10122.0,1,David Scott Freeman,Joey Cramer,0
1934,10122.0,2,Max (voice),Paul Reubens,1
1935,10122.0,4,Bill Freeman,Cliff DeYoung,2
1936,9994.0,1,Basil of Baker Street (voice),Barrie Ingham,0
1937,9994.0,2,Dr. David Q. Dawson (voice),Val Bettin,1
1938,9994.0,3,Professor Ratigan (voice),Vincent Price,2
1939,10439.0,1,Winifred 'Winnie' Sanderson,Bette Midler,0
1940,10439.0,2,Sarah Sanderson,Sarah Jessica Parker,1
1941,10439.0,3,Mary Sanderson,Kathy Najimy,2
1942,11158.0,1,Wayne Szalinski,Rick Moranis,0
1943,11158.0,2,Diane Szalinski,Marcia Strassman,1
1944,11158.0,3,Nick Szalinski,Robert Oliveri,2
1945,9354.0,1,Wayne Szalinski,Rick Moranis,0
1946,9354.0,2,Diane Szalinski,Marcia Strassman,1
1947,9354.0,3,Russell Thompson Sr.,Matt Frewer,2
1948,9631.0,14,Lt. Danny Roman,Samuel L. Jackson,0
1949,9631.0,15,Lt. Chris Sabian,Kevin Spacey,1
1950,9631.0,16,Cdr. Adam Beck,David Morse,2
1951,9820.0,1,Hallie Parker / Annie James,Lindsay Lohan,0
1952,9820.0,2,Nick Parker,Dennis Quaid,1
1953,9820.0,3,Elizabeth James,Natasha Richardson,2
1954,14013.0,1,Joe Cooper,Trey Parker,0
1955,14013.0,2,Doug Remer,Matt Stone,1
1956,14013.0,4,Jenna Reed,Yasmine Bleeth,2
1957,10849.0,1,Cecilia,Mia Farrow,0
1958,10849.0,2,Tom Baxter / Gil Shepherd,Jeff Daniels,1
1959,10849.0,3,Monk,Danny Aiello,2
1960,907.0,18,Dr. Yuri Zhivago,Omar Sharif,0
1961,907.0,19,Lara Antipova,Julie Christie,1
1962,907.0,20,Tonya Gromeko,Geraldine Chaplin,2
1963,11974.0,8,Ray Peterson,Tom Hanks,0
1964,11974.0,11,Lt. Mark Rumsfield,Bruce Dern,1
1965,11974.0,9,Carol Peterson,Carrie Fisher,2
1966,793.0,12,Dorothy Vallens,Isabella Rossellini,0
1967,793.0,13,Jeffrey Beaumont,Kyle MacLachlan,1
1968,793.0,14,Frank Booth,Dennis Hopper,2
1969,9325.0,7,Mowgli (voice),Bruce Reitherman,0
1970,9325.0,1,Baloo (voice),Phil Harris,1
1971,9325.0,2,Bagheera (voice),Sebastian Cabot,2
1972,10340.0,12,Darling / Si / Am / Peg (voice),Peggy Lee,0
1973,10340.0,14,Lady (voice),Barbara Luddy,1
1974,10340.0,15,Tramp (voice),Larry Roberts,2
1975,10144.0,14,Ariel (voice),Jodi Benson,0
1976,10144.0,13,Prince Eric (voice),Christopher Daniel Barnes,1
1977,10144.0,18,Flounder (voice),Jason Marin,2
1978,10414.0,1,Gordon Bombay,Emilio Estevez,0
1979,10414.0,2,Hans,Joss Ackland,1
1980,10414.0,3,Coach Jack Reilly,Lane Smith,2
1981,10437.0,1,Ebenezer Scrooge,Michael Caine,0
1982,10437.0,5,Ghost of Christmas Present (performer),Don Austen,1
1983,10437.0,7,Belle,Meredith Braun,3
1984,12230.0,1,Pongo,Rod Taylor,0
1985,12230.0,2,Colonel / Jasper,J. Pat O'Malley,1
1986,12230.0,3,Cruella De Vil / Miss Birdwell,Betty Lou Gerson,2
1987,10693.0,1,Peter Pan (voice),Bobby Driscoll,0
1988,10693.0,2,Wendy Darling (voice),Kathryn Beaumont,1
1989,10693.0,3,Captain Hook / Mr. Darling (voice),Hans Conried,2
1990,11335.0,10,Popeye,Robin Williams,0
1991,11335.0,11,Olive Oyl,Shelley Duvall,1
1992,11335.0,12,Poopdeck Pappy,Ray Walston,2
1993,11135.0,8,Bernard (voice),Bob Newhart,0
1994,11135.0,9,Miss Bianca (voice),Eva Gabor,1
1995,11135.0,10,Wilbur (voice),John Candy,2
1996,11319.0,18,Bernard (voice),Bob Newhart,0
1997,11319.0,19,Miss Bianca (voice),Eva Gabor,1
1998,11319.0,20,Madame Medusa (voice),Geraldine Page,2
1999,15969.0,28,Aladdin (voice),Scott Weinger,0
2000,15969.0,24,Princess Jasmine (voice),Linda Larkin,1
2001,15969.0,18,Jafar (voice),Jonathan Freeman,2
2002,10249.0,1,Cliff Secord,Billy Campbell,0
2003,10249.0,2,Jenny Blake,Jennifer Connelly,1
2004,10249.0,3,A. 'Peevy' Peabody,Alan Arkin,2
2005,10882.0,1,Princess Aurora (voice),Mary Costa,0
2006,10882.0,2,Prince Phillip (voice),Bill Shirley,1
2007,10882.0,3,Maleficent (voice),Eleanor Audley,2
2008,2619.0,1,Allen Bauer,Tom Hanks,0
2009,2619.0,2,Madison,Daryl Hannah,1
2010,2619.0,3,Walter Kornbluth,Eugene Levy,2
2011,97.0,1,Kevin Flynn/Clu,Jeff Bridges,0
2012,97.0,2,Alan Bradley/Tron,Bruce Boxleitner,1
2013,97.0,3,Ed Dillinger/Sark/Voice of Master Control Program,David Warner,2
2014,11675.0,9,Laurie Strode / Keri Tate,Jamie Lee Curtis,0
2015,11675.0,12,John Tate,Josh Hartnett,1
2016,11675.0,13,Will Brennan,Adam Arkin,2
2017,6471.0,1,Navin R. Johnson,Steve Martin,0
2018,6471.0,2,Marie Kimble Johnson,Bernadette Peters,1
2019,6471.0,8,Patty Bernstein,Catlin Adams,2
2020,227.0,11,Dallas 'Dally' Winston,Matt Dillon,0
2021,227.0,12,Johnny Cade,Ralph Macchio,1
2022,227.0,13,Ponyboy Curtis,C. Thomas Howell,2
2023,87.0,4,Indiana Jones,Harrison Ford,0
2024,87.0,5,Willie Scott,Kate Capshaw,1
2025,87.0,6,Short Round,Jonathan Ke Quan,2
2026,123.0,1,Frodo (voice),Christopher Guard,0
2027,123.0,2,Gandalf (voice),William Squire,1
2028,123.0,3,Sam (voice),Michael Scholes,2
2029,9314.0,1,Winston Smith,John Hurt,0
2030,9314.0,2,O'Brien,Richard Burton,1
2031,9314.0,3,Julia,Suzanna Hamilton,2
2032,11336.0,1,Johnny Smith,Christopher Walken,0
2033,11336.0,2,Sarah Bracknell,Brooke Adams,1
2034,11336.0,3,Sheriff George Bannerman,Tom Skerritt,2
2035,9980.0,1,Bill Robinson,Emilio Estevez,0
2036,9980.0,2,Hendershot,Pat Hingle,1
2037,9980.0,3,Brett,Laura Harrington,2
2038,10489.0,22,Donna Trenton,Dee Wallace,0
2039,10489.0,1,Tad Trenton,Danny Pintauro,1
2040,10489.0,2,Vic Trenton,Daniel Hugh Kelly,2
2041,10823.0,1,Burton Stanton,Peter Horton,0
2042,10823.0,2,Vicky,Linda Hamilton,1
2043,10823.0,3,Diehl,R. G. Armstrong,2
2044,11497.0,1,Charlie B. Barkin,Burt Reynolds,0
2045,11497.0,2,Itchy Itchiford,Dom DeLuise,1
2046,11497.0,3,Anne-Marie,Judith Barsi,2
2047,2907.0,3,Gomez Addams,Raúl Juliá,0
2048,2907.0,2,Morticia Addams,Anjelica Huston,1
2049,2907.0,4,Uncle Fester,Christopher Lloyd,2
2050,9454.0,12,Danielle De Barbarac,Drew Barrymore,0
2051,9454.0,13,Prince Henry,Dougray Scott,1
2052,9454.0,14,Baroness Rodmilla De Ghent,Anjelica Huston,2
2053,8688.0,1,Rick Santoro,Nicolas Cage,0
2054,8688.0,2,Commander Kevin Dunne,Gary Sinise,1
2055,8688.0,3,Gilbert Powell,John Heard,2
2056,396.0,3,Martha,Elizabeth Taylor,0
2057,396.0,4,George,Richard Burton,1
2058,396.0,5,Nick,George Segal,2
2059,14367.0,1,Chris Parker,Elisabeth Shue,0
2060,14367.0,3,Sara Anderson,Maia Brewton,1
2061,14367.0,4,Brad Anderson,Keith Coogan,2
2062,11814.0,9,Gary Wallace,Anthony Michael Hall,0
2063,11814.0,10,Lisa,Kelly LeBrock,1
2064,11814.0,11,Wyatt Donnelly,Ilan Mitchell-Smith,2
2065,11837.0,1,Hazel (voice),John Hurt,0
2066,11837.0,2,Fiver (voice),Richard Briers,1
2067,11837.0,3,Bigwig (voice),Michael Graham Cox,2
2068,11704.0,1,Nicodemus (voice),Derek Jacobi,0
2069,11704.0,2,Mrs. Brisby (voice),Elizabeth Hartman,1
2070,11704.0,3,Mr. Ages (voice),Arthur Malet,2
2071,11639.0,1,Jen,Jim Henson,0
2072,11639.0,2,Kira,Kathryn Mullen,1
2073,11639.0,3,"Aughra, A Keeper Of Secrets / Chamberlain",Frank Oz,2
2074,4978.0,11,Fievel Mousekewitz,Phillip Glasser,0
2075,4978.0,12,Tiger,Dom DeLuise,1
2076,4978.0,13,Papa Mousekewitz,Nehemiah Persoff,2
2077,10380.0,1,Fievel Mousekewitz (voice),Phillip Glasser,0
2078,10380.0,2,Wylie Burp (voice),James Stewart,1
2079,10380.0,3,Mama Mousekewitz (voice),Erica Yohn,2
2080,11976.0,9,Jack,Tom Cruise,0
2081,11976.0,10,Princess Lily,Mia Sara,1
2082,11976.0,11,Lord of Darkness,Tim Curry,2
2083,15144.0,1,Samantha 'Sam' Baker,Molly Ringwald,0
2084,15144.0,13,Mike Baker,Justin Henry,1
2085,15144.0,7,Jake Ryan,Michael Schoeffling,2
2086,11522.0,1,Andie Walsh,Molly Ringwald,0
2087,11522.0,2,"Philip F. ""Duckie"" Dale",Jon Cryer,1
2088,11522.0,3,Blane McDonough,Andrew McCarthy,2
2089,8393.0,5,Xixo,N!xau,0
2090,8393.0,6,Mpudi,Michael Thys,1
2091,8393.0,7,Andrew Steyn,Marius Weyers,2
2092,9320.0,1,John Steed,Ralph Fiennes,0
2093,9320.0,2,Emma Peel,Uma Thurman,1
2094,9320.0,3,Sir August de Wynter,Sean Connery,2
2095,805.0,15,Rosemary Woodhouse,Mia Farrow,0
2096,805.0,16,Guy Woodhouse,John Cassavetes,1
2097,805.0,17,Minnie Castevet,Ruth Gordon,2
2098,34584.0,1,Bastian,Barret Oliver,0
2099,34584.0,2,Bastian's Father,Gerald McRaney,1
2100,34584.0,3,Atreyu,Noah Hathaway,2
2101,34636.0,3,Bastian Bux,Jonathan Brandis,0
2102,34636.0,4,Atreyu,Kenny Morrison,1
2103,34636.0,5,Xayide,Clarissa Burt,2
2104,36647.0,3,Blade,Wesley Snipes,0
2105,36647.0,4,Deacon Frost,Stephen Dorff,1
2106,36647.0,5,Whistler,Kris Kristofferson,2
2107,4011.0,5,Barbara Maitland,Geena Davis,0
2108,4011.0,4,Adam Maitland,Alec Baldwin,1
2109,4011.0,24,Lydia Deetz,Winona Ryder,2
2110,1580.0,1,Rupert Cadell,James Stewart,0
2111,1580.0,2,Brandon Shaw,John Dall,1
2112,1580.0,39,Phillip Morgan,Farley Granger,2
2113,573.0,12,Richard Ian Blaney,Jon Finch,0
2114,573.0,13,Chief Inspector Oxford,Alec McCowen,1
2115,573.0,14,Robert Rusk,Barry Foster,2
2116,506.0,4,Marnie Edgar/Margaret Edgar/Peggy Nicholson/Mary Taylor,Tippi Hedren,0
2117,506.0,5,Mark Rutland,Sean Connery,1
2118,506.0,6,Lil Mainwaring,Diane Baker,2
2119,574.0,4,Dr. Ben McKenna,James Stewart,0
2120,574.0,5,Jo McKenna,Doris Day,1
2121,574.0,6,Lucy Drayton,Brenda De Banzie,2
2122,11219.0,1,Capt. Albert Wiles,Edmund Gwenn,0
2123,11219.0,2,Sam Marlowe,John Forsythe,1
2124,11219.0,13,Jennifer Rogers,Shirley MacLaine,2
2125,845.0,16,Guy Haines,Farley Granger,0
2126,845.0,18,Bruno Antony,Robert Walker,1
2127,845.0,17,Anne Morton,Ruth Roman,2
2128,847.0,22,Willow Ufgood,Warwick Davis,0
2129,847.0,20,Madmartigan,Val Kilmer,1
2130,847.0,21,Sorsha,Joanne Whalley,2
2131,117.0,14,Eliot Ness,Kevin Costner,0
2132,117.0,15,Jim Malone,Sean Connery,1
2133,117.0,16,Agent Oscar Wallace,Charles Martin Smith,2
2134,21734.0,1,Charlotte 'Charlie' Newton,Teresa Wright,0
2135,21734.0,2,Uncle Charlie Oakley,Joseph Cotten,1
2136,21734.0,3,Jack Graham,Macdonald Carey,2
2137,940.0,12,Iris Matilda Henderson,Margaret Lockwood,0
2138,940.0,13,Gilbert Redman,Michael Redgrave,1
2139,940.0,15,Miss Froy,Dame May Whitty,2
2140,10220.0,1,Mike McDermott,Matt Damon,0
2141,10220.0,3,Joey Knish,John Turturro,1
2142,10220.0,4,Jo,Gretchen Mol,2
2143,431.0,5,Leaven,Nicole de Boer,0
2144,431.0,6,Holloway,Nicky Guadagni,1
2145,431.0,7,Worth,David Hewlett,2
2146,3525.0,19,Jack Trainer,Harrison Ford,0
2147,3525.0,2,Tess McGill,Melanie Griffith,1
2148,3525.0,20,Katharine Parker,Sigourney Weaver,2
2149,2028.0,1,Lloyd Dobler,John Cusack,0
2150,2028.0,4,Diane Court,Ione Skye,1
2151,2028.0,5,James Court,John Mahoney,2
2152,11597.0,1,Leslie Zevo,Robin Williams,0
2153,11597.0,2,Lt. General Leland Zevo,Michael Gambon,1
2154,11597.0,3,Alsatia Zevo,Joan Cusack,2
2155,881.0,10,Lt. Daniel Kaffee,Tom Cruise,0
2156,881.0,11,Col. Nathan R. Jessep,Jack Nicholson,1
2157,881.0,12,Lt. Cdr. JoAnne Galloway,Demi Moore,2
2158,4478.0,14,John Gage,Robert Redford,0
2159,4478.0,15,Diana Murphy,Demi Moore,1
2160,4478.0,16,David Murphy,Woody Harrelson,2
2161,2109.0,2,Chief Inspector Lee,Jackie Chan,0
2162,2109.0,4,Detective James Carter,Chris Tucker,1
2163,2109.0,1,Sang,Ken Leung,2
2164,8195.0,1,Sam,Robert De Niro,0
2165,8195.0,2,Vincent,Jean Reno,1
2166,8195.0,3,Deirdre,Natascha McElhone,2
2167,9877.0,8,Natalie Simon,Alicia Witt,0
2168,9877.0,9,Paul Gardener,Jared Leto,1
2169,9877.0,10,Brenda Bates,Rebecca Gayheart,2
2170,1091.0,14,R.J. MacReady,Kurt Russell,0
2171,1091.0,18,Childs,Keith David,1
2172,1091.0,15,Dr. Blair,Wilford Brimley,2
2173,10403.0,1,Griffin Mill,Tim Robbins,0
2174,10403.0,2,June Gudmundsdottir,Greta Scacchi,1
2175,10403.0,3,Walter Stuckel,Fred Ward,2
2176,162.0,5,Edward Scissorhands,Johnny Depp,0
2177,162.0,25,Kim Boggs,Winona Ryder,1
2178,162.0,6,Peg,Dianne Wiest,2
2179,8916.0,12,Z-4195 aka Z (voice),Woody Allen,0
2180,8916.0,13,Chip (voice),Dan Aykroyd,1
2181,8916.0,14,Queen (voice),Anne Bancroft,2
2182,9429.0,9,Steve Butabi,Will Ferrell,0
2183,9429.0,10,Doug Butabi,Chris Kattan,1
2184,9429.0,11,Hottie Cop,Jennifer Coolidge,2
2185,12159.0,13,Chris Nielsen,Robin Williams,0
2186,12159.0,14,Albert Lewis,Cuba Gooding Jr.,1
2187,12159.0,15,Annie Collins-Nielsen,Annabella Sciorra,2
2188,30197.0,1,Leo Bloom,Gene Wilder,0
2189,30197.0,2,Max Bialystock,Zero Mostel,1
2190,30197.0,8,Lorenzo St. DuBois (L.S.D.),Dick Shawn,2
2191,10156.0,7,Moses/Comicus/Torquemada/Jacques/King Louis XVI,Mel Brooks,0
2192,10156.0,12,Emperor Nero,Dom DeLuise,1
2193,10156.0,13,Empress Nympho,Madeline Kahn,2
2194,10377.0,1,Vincent 'Vinny' Gambini,Joe Pesci,0
2195,10377.0,2,William 'Billy' Gambini,Ralph Macchio,1
2196,10377.0,3,Mona Lisa Vito,Marisa Tomei,2
2197,4437.0,10,Dr. Heywood Floyd,Roy Scheider,0
2198,4437.0,11,Dr. Walter Curnow,John Lithgow,1
2199,4437.0,12,Tanya Kirbuk,Helen Mirren,2
2200,1955.0,10,Dr. Frederick Treves,Anthony Hopkins,0
2201,1955.0,11,John Merrick,John Hurt,1
2202,1955.0,12,Mrs. Kendal,Anne Bancroft,2
2203,11932.0,15,Chucky,Ed Gale,0
2204,11932.0,11,Tiffany,Jennifer Tilly,1
2205,11932.0,12,Chucky (voice),Brad Dourif,2
2206,6435.0,1,Sally Owens,Sandra Bullock,0
2207,6435.0,2,Gillian Owens,Nicole Kidman,1
2208,6435.0,17,Kylie Owens,Evan Rachel Wood,2
2209,10683.0,1,Joy Jordan,Jane Adams,0
2210,10683.0,2,Andy Kornbluth,Jon Lovitz,1
2211,10683.0,3,Allen,Philip Seymour Hoffman,2
2212,9445.0,10,Kurt Dussander,Ian McKellen,0
2213,9445.0,11,Todd Bowden,Brad Renfro,1
2214,9445.0,13,Edward French,David Schwimmer,2
2215,2657.0,2,David,Tobey Maguire,0
2216,2657.0,3,Jennifer,Reese Witherspoon,1
2217,2657.0,4,George Parker,William H. Macy,2
2218,9425.0,1,Todd,Kurt Russell,0
2219,9425.0,2,Caine 607,Jason Scott Lee,1
2220,9425.0,3,Colonel Mekum,Jason Isaacs,2
2221,637.0,7,Dora,Nicoletta Braschi,0
2222,637.0,8,Guido Orefice,Roberto Benigni,1
2223,637.0,9,Giosué Orefice,Giorgio Cantarini,2
2224,9945.0,8,Jack Crow,James Woods,0
2225,9945.0,9,Montoya,Daniel Baldwin,1
2226,9945.0,10,Katrina,Sheryl Lee,2
2227,73.0,4,Derek Vinyard,Edward Norton,0
2228,73.0,5,Danny Vinyard,Edward Furlong,1
2229,73.0,6,Doris Vinyard,Beverly D'Angelo,2
2230,9882.0,9,Anthony 'Hub' Hubbard,Denzel Washington,0
2231,9882.0,10,Elise Kraft / Sharon Bridger,Annette Bening,1
2232,9882.0,11,Major-General William Devereaux,Bruce Willis,2
2233,10663.0,1,Bobby Boucher,Adam Sandler,0
2234,10663.0,2,Mama Boucher,Kathy Bates,1
2235,10663.0,3,Vicki Vallencourt,Fairuza Balk,2
2236,4518.0,2,Elisabeth I,Cate Blanchett,0
2237,4518.0,16,Sir Francis Walsingham,Geoffrey Rush,1
2238,4518.0,17,Duke of Norfolk,Christopher Eccleston,2
2239,3600.0,14,Julie James,Jennifer Love Hewitt,0
2240,3600.0,15,Ray Bronson,Freddie Prinze Jr.,1
2241,3600.0,16,Tyrell,Mekhi Phifer,2
2242,297.0,2,Joe Black,Brad Pitt,0
2243,297.0,3,William Parrish,Anthony Hopkins,1
2244,297.0,4,Susan Parrish,Claire Forlani,2
2245,9798.0,16,Robert Clayton Dean,Will Smith,0
2246,9798.0,2,"Edward ""Brill"" Lyle",Gene Hackman,1
2247,9798.0,3,Thomas Brian Reynolds,Jon Voight,2
2248,9487.0,1,Hopper (voice),Kevin Spacey,0
2249,9487.0,2,Atta (voice),Julia Louis-Dreyfus,1
2250,9487.0,3,Dot (voice),Hayden Panettiere,2
2251,309.0,4,Christian Klingenfeldt,Ulrich Thomsen,0
2252,309.0,5,Faderen Helge Klingenfeldt,Henning Moritzen,1
2253,309.0,6,Michael,Thomas Bo Larsen,2
2254,1678.0,9,Hideto Ogata,Akira Takarada,0
2255,1678.0,8,Emiko Yamane,Momoko Kôchi,1
2256,1678.0,10,Daisuke Serizawa-hakase,Akihiko Hirata,2
2257,244.0,6,Carl Denham,Robert Armstrong,0
2258,244.0,5,Ann Darrow,Fay Wray,1
2259,244.0,7,Jack Driscoll,Bruce Cabot,2
2260,10730.0,1,Jack Prescott,Jeff Bridges,0
2261,10730.0,2,Dwan,Jessica Lange,1
2262,10730.0,3,Fred Wilson,Charles Grodin,2
2263,9749.0,1,Irwin 'Fletch' Fletcher,Chevy Chase,0
2264,9749.0,2,Chief Jerry Karlin,Joe Don Baker,1
2265,9749.0,3,Gail Stanwyk,Dana Wheeler-Nicholson,2
2266,9626.0,1,Kalidor,Arnold Schwarzenegger,0
2267,9626.0,2,Red Sonja,Brigitte Nielsen,1
2268,9626.0,3,Queen Gedren,Sandahl Bergman,2
2269,10466.0,1,"Walter Fielding, Jr.",Tom Hanks,0
2270,10466.0,2,Anna Crowley Beissart,Shelley Long,1
2271,10466.0,3,Max Beissart,Alexander Godunov,2
2272,707.0,16,James Bond,Roger Moore,0
2273,707.0,17,Max Zorin,Christopher Walken,1
2274,707.0,18,Stacey Sutton,Tanya Roberts,2
2275,9336.0,1,Cadet Carey Mahoney,Steve Guttenberg,0
2276,9336.0,2,Cadet Karen Thompson,Kim Cattrall,1
2277,9336.0,3,Lt. Thaddeus Harris,G. W. Bailey,2
2278,10157.0,9,Carey Mahoney,Steve Guttenberg,0
2279,10157.0,10,Hightower,Bubba Smith,1
2280,10157.0,11,Tackleberry,David Graf,2
2281,12118.0,7,Sgt. Carey Mahoney,Steve Guttenberg,0
2282,12118.0,8,Sgt. Moses Hightower,Bubba Smith,1
2283,12118.0,9,Sgt. Eugene Tackleberry,David Graf,2
2284,10587.0,7,Sgt. Carey Mahoney,Steve Guttenberg,0
2285,10587.0,8,Sgt. Moses Hightowe,Bubba Smith,1
2286,10587.0,9,Sgt. Larvelle Jones,Michael Winslow,2
2287,11825.0,7,Sgt. Moses Hightower,Bubba Smith,0
2288,11825.0,8,Sgt. Eugene Tackleberry,David Graf,1
2289,11825.0,9,Sgt. Larvelle Jones,Michael Winslow,2
2290,11895.0,1,Lt. Moses Hightower,Bubba Smith,0
2291,11895.0,2,Sgt. Eugene Tackleberry,David Graf,1
