id,castid,character_name,actor_name,order
9443,11,Jennie Liddell,Cheryl Campbell,2
11050,1,Aurora Greenway,Shirley MacLaine,0
11050,2,Emma Greenway Horton,Debra Winger,1
11050,3,Garrett Breedlove,Jack Nicholson,2
606,22,Karen Christence Dinesen Blixen,Meryl Streep,0
606,23,Denys George Finch Hatton,Robert Redford,1
606,24,Baron Bror Blixen/Baron Hans Blixen,Klaus Maria Brandauer,2
746,17,Puyi,John Lone,0
746,18,Reginal Flemming Johnson,Peter O'Toole,1
746,19,Wang Jung,Joan Chen,2
380,4,Raymond Babbitt,Dustin Hoffman,0
380,5,Charlie Babbitt,Tom Cruise,1
380,6,Susanna,Valeria Golino,2
403,4,Hoke Colburn,Morgan Freeman,0
403,5,Daisy Werthan,Jessica Tandy,1
403,6,Boolie Werthan,Dan Aykroyd,2
11485,1,Virgil Starkwell,Woody Allen,0
11485,2,Louise,Janet Margolin,1
11485,3,Fritz,Marcel Hillaire,2
13597,2,Jareth,David Bowie,0
13597,3,Sarah,Jennifer Connelly,1
13597,4,Toby,Toby Froud,2
2108,3,"Andrew ""Andy"" Clark",Emilio Estevez,0
2108,4,Brian Ralph Johnson,Anthony Michael Hall,1
2108,1,John Bender,Judd Nelson,2
10014,6,Freddy Krueger,Robert Englund,0
10014,1,Jesse Walsh,Mark Patton,1
10014,2,Lisa Webber,Kim Myers,2
10072,2,Freddy Krueger,Robert Englund,0
10072,1,Kristen Parker,Patricia Arquette,1
10072,5,Nancy Thompson,Heather Langenkamp,2
10131,1,Freddy Krueger,Robert Englund,0
10131,2,Kristen Parker,Tuesday Knight,1
10131,3,Roland Kincaid,Ken Sagoes,2
10160,1,Freddy Krueger,Robert Englund,0
10160,2,Alice Johnson,Lisa Wilcox,1
10160,3,Greta Gibson,Erika Anderson,2
11284,1,Freddy Krueger,Robert Englund,0
11284,2,Maggie Burroughs,Lisa Zane,1
11284,3,John Doe,Shon Greenblatt,2
4488,2,Mrs. Voorhees,Betsy Palmer,0
4488,3,Alice,Adrienne King,1
4488,4,Bill,Harry Crosby,2
9725,1,Ginny Field,Amy Steel,0
9725,2,Paul Holt,John Furey,1
9725,3,Alice Hardy,Adrienne King,2
9728,1,Chris Higgins,Dana Kimmell,0
9728,2,Rick,Paul Kratka,1
9728,18,Debbie,Tracie Savage,2
9730,1,Trisha 'Trish' Jarvis,Kimberly Beck,0
9730,2,Rob Dier,Erich Anderson,1
9730,3,Tommy Jarvis,Corey Feldman,2
9731,16,Pam Roberts,Melanie Kinnaman,0
9731,17,Tommy Jarvis,John Shepherd,1
9731,18,Reggie,Shavar Ross,2
10225,1,Tommy,Thom Mathews,0
10225,2,Megan Garris,Jennifer Cooke,1
10225,3,Sheriff Garris,David Kagen,2
10281,1,Jason Voorhees,Kane Hodder,0
10281,2,Tina Shepard,Lar Park Lincoln,1
10281,3,Melissa,Susan Jennifer Sullivan,2
10283,4,Jason,Kane Hodder,0
10283,5,Rennie Wickham,Jensen Daggett,1
10283,16,Sean Robertson,Scott Reeves,2
948,14,Dr. Sam Loomis,Donald Pleasence,0
948,15,Laurie Strode,Jamie Lee Curtis,1
948,17,Lynda van der Klok,P.J. Soles,2
11281,1,Laurie Strode,Jamie Lee Curtis,0
11281,2,Dr. Sam Loomis,Donald Pleasence,1
11281,3,Sheriff Leigh Brackett,Charles Cyphers,2
10676,1,Dr. Daniel 'Dan' Challis,Tom Atkins,0
10676,2,Ellie Grimbridge,Stacey Nelkin,1
10676,3,Conal Cochran,Dan O'Herlihy,2
11357,1,Dr. Sam Loomis,Donald Pleasence,0
11357,2,Rachel Carruthers,Ellie Cornell,1
11357,3,Jamie Lloyd,Danielle Harris,2
11361,1,Loomis,Donald Pleasence,0
11361,2,Jamie,Danielle Harris,1
11361,3,Rachel,Ellie Cornell,2
10585,10,Karen Barclay,Catherine Hicks,0
10585,11,Mike Norris,Chris Sarandon,1
10585,12,Andy Barclay,Alex Vincent,2
11186,1,Andy Barclay,Alex Vincent,0
11186,2,Joanne Simpson,Jenny Agutter,1
11186,3,Phil Simpson,Gerrit Graham,2
11187,1,Andy Barclay,Justin Whalin,0
11187,2,Kristen De Silva,Perrey Reeves,1
11187,3,Ronald Tyler,Jeremy Sylvers,2
609,21,Steve Freeling,Craig T. Nelson,0
609,22,Diane Freeling,JoBeth Williams,1
609,23,Dr. Lesh,Beatrice Straight,2
11133,2,Steve Freeling,Craig T. Nelson,0
11133,1,Diane Freeling,JoBeth Williams,1
11133,3,Carol Anne Freeling,Heather O'Rourke,2
9552,14,Regan,Linda Blair,0
9552,2,Father Merrin,Max von Sydow,1
9552,1,Chris MacNeil,Ellen Burstyn,2
941,13,Sergeant Martin Riggs,Mel Gibson,0
941,14,Sergeant Roger Murtaugh,Danny Glover,1
941,15,Mr. Joshua,Gary Busey,2
942,18,Martin Riggs,Mel Gibson,0
942,19,Sergeant Roger Murtaugh,Danny Glover,1
942,20,Leo Getz,Joe Pesci,2
943,21,Martin Riggs,Mel Gibson,0
943,22,Roger Murtaugh,Danny Glover,1
943,23,Leo Getz,Joe Pesci,2
927,25,Billy Peltzer,Zach Galligan,0
927,26,Kate Beringer,Phoebe Cates,1
927,18,Randall Peltzer,Hoyt Axton,2
928,17,Billy Peltzer,Zach Galligan,0
928,18,Kate Beringer,Phoebe Cates,1
928,19,Daniel Clamp,John Glover,2
9340,1,Mikey Walsh,Sean Astin,0
9340,2,Brand Walsh,Josh Brolin,1
9340,3,Lawrence 'Chunk' Cohen,Jeff Cohen,2
9342,3,Alejandro Murrieta / Zorro,Antonio Banderas,0
9342,4,Don Diego de la Vega / Zorro,Anthony Hopkins,1
9342,2,Elena Montero / Elena Murrieta,Catherine Zeta-Jones,2
12101,8,Detective Robert Thorn,Charlton Heston,0
12101,9,Sol Roth,Edward G. Robinson,1
12101,10,Shirl,Leigh Taylor-Young,2
19,10,Maria,Brigitte Helm,0
19,28,Johann 'Joh' Fredersen,Alfred Abel,1
19,9,Freder Fredersen,Gustav Fröhlich,2
165,25,Marty McFly Sr. / Marty McFly Jr. / Marlene McFly,Michael J. Fox,0
165,15,Dr. Emmett Brown,Christopher Lloyd,1
165,16,Lorraine,Lea Thompson,2
196,14,Marty McFly / Seamus McFly,Michael J. Fox,0
196,15,Dr. Emmett Brown,Christopher Lloyd,1
196,16,Clara Clayton,Mary Steenburgen,2
551,5,Reverand Scott,Gene Hackman,0
551,6,Mike Rogo,Ernest Borgnine,1
551,7,James Martin,Red Buttons,2
3170,9,Young Bambi (voice),Donnie Dunagan,0
3170,8,Young Thumper (voice),Peter Behn,1
3170,7,Young Flower (voice),Stan Alexander,2
346,13,Kikuchiyo,Toshirō Mifune,0
346,5,Kambei Shimada,Takashi Shimura,1
346,6,Gorobei Katayama,Yoshio Inaba,2
859,12,Marquise Isabelle de Merteuil,Glenn Close,0
859,13,Vicomte Sébastien de Valmont,John Malkovich,1
859,14,Madame Marie de Tourvel,Michelle Pfeiffer,2
841,23,Paul Atreides,Kyle MacLachlan,0
841,16,Lady Jessica Atreides,Francesca Annis,1
841,17,The Baron's Doctor,Leonardo Cimino,2
11051,1,Jesus,Willem Dafoe,0
11051,2,Judas,Harvey Keitel,1
11051,3,Mary Magdalene,Barbara Hershey,2
242,1,Don Michael Corleone,Al Pacino,0
242,2,Kay Adams Michelson,Diane Keaton,1
242,3,Don Vincent 'Vinnie' Mancini-Corleone,Andy García,2
9769,10,Humbert Humbert,Jeremy Irons,0
9769,11,"Dolores ""Lolita"" Haze",Dominique Swain,1
9769,12,Charlotte Haze,Melanie Griffith,2
857,10,Captain John H. Miller,Tom Hanks,0
857,29,Private James Francis Ryan,Matt Damon,1
857,32,Private Adrian Caparzo,Vin Diesel,2
10957,1,Taran (voice),Grant Bardsley,0
10957,2,Eilonwy (voice),Susan Sheridan,1
10957,17,Gurgi / Doli (voice),John Byner,2
10122,1,David Scott Freeman,Joey Cramer,0
10122,2,Max (voice),Paul Reubens,1
10122,4,Bill Freeman,Cliff DeYoung,2
9994,1,Basil of Baker Street (voice),Barrie Ingham,0
9994,2,Dr. David Q. Dawson (voice),Val Bettin,1
9994,3,Professor Ratigan (voice),Vincent Price,2
10439,1,Winifred 'Winnie' Sanderson,Bette Midler,0
10439,2,Sarah Sanderson,Sarah Jessica Parker,1
10439,3,Mary Sanderson,Kathy Najimy,2
11158,1,Wayne Szalinski,Rick Moranis,0
11158,2,Diane Szalinski,Marcia Strassman,1
11158,3,Nick Szalinski,Robert Oliveri,2
9354,1,Wayne Szalinski,Rick Moranis,0
9354,2,Diane Szalinski,Marcia Strassman,1
9354,3,Russell Thompson Sr.,Matt Frewer,2
9631,14,Lt. Danny Roman,Samuel L. Jackson,0
9631,15,Lt. Chris Sabian,Kevin Spacey,1
9631,16,Cdr. Adam Beck,David Morse,2
9820,1,Hallie Parker / Annie James,Lindsay Lohan,0
9820,2,Nick Parker,Dennis Quaid,1
9820,3,Elizabeth James,Natasha Richardson,2
14013,1,Joe Cooper,Trey Parker,0
14013,2,Doug Remer,Matt Stone,1
14013,4,Jenna Reed,Yasmine Bleeth,2
10849,1,Cecilia,Mia Farrow,0
10849,2,Tom Baxter / Gil Shepherd,Jeff Daniels,1
10849,3,Monk,Danny Aiello,2
907,18,Dr. Yuri Zhivago,Omar Sharif,0
907,19,Lara Antipova,Julie Christie,1
907,20,Tonya Gromeko,Geraldine Chaplin,2
11974,8,Ray Peterson,Tom Hanks,0
11974,11,Lt. Mark Rumsfield,Bruce Dern,1
11974,9,Carol Peterson,Carrie Fisher,2
793,12,Dorothy Vallens,Isabella Rossellini,0
793,13,Jeffrey Beaumont,Kyle MacLachlan,1
793,14,Frank Booth,Dennis Hopper,2
9325,7,Mowgli (voice),Bruce Reitherman,0
9325,1,Baloo (voice),Phil Harris,1
9325,2,Bagheera (voice),Sebastian Cabot,2
10340,12,Darling / Si / Am / Peg (voice),Peggy Lee,0
10340,14,Lady (voice),Barbara Luddy,1
10340,15,Tramp (voice),Larry Roberts,2
10144,14,Ariel (voice),Jodi Benson,0
10144,13,Prince Eric (voice),Christopher Daniel Barnes,1
10144,18,Flounder (voice),Jason Marin,2
10414,1,Gordon Bombay,Emilio Estevez,0
10414,2,Hans,Joss Ackland,1
10414,3,Coach Jack Reilly,Lane Smith,2
10437,1,Ebenezer Scrooge,Michael Caine,0
10437,5,Ghost of Christmas Present (performer),Don Austen,1
10437,7,Belle,Meredith Braun,3
12230,1,Pongo,Rod Taylor,0
12230,2,Colonel / Jasper,J. Pat O'Malley,1
12230,3,Cruella De Vil / Miss Birdwell,Betty Lou Gerson,2
10693,1,Peter Pan (voice),Bobby Driscoll,0
10693,2,Wendy Darling (voice),Kathryn Beaumont,1
10693,3,Captain Hook / Mr. Darling (voice),Hans Conried,2
11335,10,Popeye,Robin Williams,0
11335,11,Olive Oyl,Shelley Duvall,1
11335,12,Poopdeck Pappy,Ray Walston,2
11135,8,Bernard (voice),Bob Newhart,0
11135,9,Miss Bianca (voice),Eva Gabor,1
11135,10,Wilbur (voice),John Candy,2
11319,18,Bernard (voice),Bob Newhart,0
11319,19,Miss Bianca (voice),Eva Gabor,1
11319,20,Madame Medusa (voice),Geraldine Page,2
15969,28,Aladdin (voice),Scott Weinger,0
15969,24,Princess Jasmine (voice),Linda Larkin,1
15969,18,Jafar (voice),Jonathan Freeman,2
10249,1,Cliff Secord,Billy Campbell,0
10249,2,Jenny Blake,Jennifer Connelly,1
10249,3,A. 'Peevy' Peabody,Alan Arkin,2
10882,1,Princess Aurora (voice),Mary Costa,0
10882,2,Prince Phillip (voice),Bill Shirley,1
10882,3,Maleficent (voice),Eleanor Audley,2
2619,1,Allen Bauer,Tom Hanks,0
2619,2,Madison,Daryl Hannah,1
2619,3,Walter Kornbluth,Eugene Levy,2
97,1,Kevin Flynn/Clu,Jeff Bridges,0
97,2,Alan Bradley/Tron,Bruce Boxleitner,1
97,3,Ed Dillinger/Sark/Voice of Master Control Program,David Warner,2
11675,9,Laurie Strode / Keri Tate,Jamie Lee Curtis,0
11675,12,John Tate,Josh Hartnett,1
11675,13,Will Brennan,Adam Arkin,2
6471,1,Navin R. Johnson,Steve Martin,0
6471,2,Marie Kimble Johnson,Bernadette Peters,1
6471,8,Patty Bernstein,Catlin Adams,2
227,11,Dallas 'Dally' Winston,Matt Dillon,0
227,12,Johnny Cade,Ralph Macchio,1
227,13,Ponyboy Curtis,C. Thomas Howell,2
87,4,Indiana Jones,Harrison Ford,0
87,5,Willie Scott,Kate Capshaw,1
87,6,Short Round,Jonathan Ke Quan,2
123,1,Frodo (voice),Christopher Guard,0
123,2,Gandalf (voice),William Squire,1
123,3,Sam (voice),Michael Scholes,2
9314,1,Winston Smith,John Hurt,0
9314,2,O'Brien,Richard Burton,1
9314,3,Julia,Suzanna Hamilton,2
11336,1,Johnny Smith,Christopher Walken,0
11336,2,Sarah Bracknell,Brooke Adams,1
11336,3,Sheriff George Bannerman,Tom Skerritt,2
9980,1,Bill Robinson,Emilio Estevez,0
9980,2,Hendershot,Pat Hingle,1
9980,3,Brett,Laura Harrington,2
10489,22,Donna Trenton,Dee Wallace,0
10489,1,Tad Trenton,Danny Pintauro,1
10489,2,Vic Trenton,Daniel Hugh Kelly,2
10823,1,Burton Stanton,Peter Horton,0
10823,2,Vicky,Linda Hamilton,1
10823,3,Diehl,R. G. Armstrong,2
11497,1,Charlie B. Barkin,Burt Reynolds,0
11497,2,Itchy Itchiford,Dom DeLuise,1
11497,3,Anne-Marie,Judith Barsi,2
2907,3,Gomez Addams,Raúl Juliá,0
2907,2,Morticia Addams,Anjelica Huston,1
2907,4,Uncle Fester,Christopher Lloyd,2
9454,12,Danielle De Barbarac,Drew Barrymore,0
9454,13,Prince Henry,Dougray Scott,1
9454,14,Baroness Rodmilla De Ghent,Anjelica Huston,2
8688,1,Rick Santoro,Nicolas Cage,0
8688,2,Commander Kevin Dunne,Gary Sinise,1
8688,3,Gilbert Powell,John Heard,2
396,3,Martha,Elizabeth Taylor,0
396,4,George,Richard Burton,1
396,5,Nick,George Segal,2
14367,1,Chris Parker,Elisabeth Shue,0
14367,3,Sara Anderson,Maia Brewton,1
14367,4,Brad Anderson,Keith Coogan,2
11814,9,Gary Wallace,Anthony Michael Hall,0
11814,10,Lisa,Kelly LeBrock,1
11814,11,Wyatt Donnelly,Ilan Mitchell-Smith,2
11837,1,Hazel (voice),John Hurt,0
11837,2,Fiver (voice),Richard Briers,1
11837,3,Bigwig (voice),Michael Graham Cox,2
11704,1,Nicodemus (voice),Derek Jacobi,0
11704,2,Mrs. Brisby (voice),Elizabeth Hartman,1
11704,3,Mr. Ages (voice),Arthur Malet,2
11639,1,Jen,Jim Henson,0
11639,2,Kira,Kathryn Mullen,1
11639,3,"Aughra, A Keeper Of Secrets / Chamberlain",Frank Oz,2
4978,11,Fievel Mousekewitz,Phillip Glasser,0
4978,12,Tiger,Dom DeLuise,1
4978,13,Papa Mousekewitz,Nehemiah Persoff,2
10380,1,Fievel Mousekewitz (voice),Phillip Glasser,0
10380,2,Wylie Burp (voice),James Stewart,1
10380,3,Mama Mousekewitz (voice),Erica Yohn,2
11976,9,Jack,Tom Cruise,0
11976,10,Princess Lily,Mia Sara,1
11976,11,Lord of Darkness,Tim Curry,2
15144,1,Samantha 'Sam' Baker,Molly Ringwald,0
15144,13,Mike Baker,Justin Henry,1
15144,7,Jake Ryan,Michael Schoeffling,2
11522,1,Andie Walsh,Molly Ringwald,0
11522,2,"Philip F. ""Duckie"" Dale",Jon Cryer,1
11522,3,Blane McDonough,Andrew McCarthy,2
8393,5,Xixo,N!xau,0
8393,6,Mpudi,Michael Thys,1
8393,7,Andrew Steyn,Marius Weyers,2
9320,1,John Steed,Ralph Fiennes,0
9320,2,Emma Peel,Uma Thurman,1
9320,3,Sir August de Wynter,Sean Connery,2
805,15,Rosemary Woodhouse,Mia Farrow,0
805,16,Guy Woodhouse,John Cassavetes,1
805,17,Minnie Castevet,Ruth Gordon,2
34584,1,Bastian,Barret Oliver,0
34584,2,Bastian's Father,Gerald McRaney,1
34584,3,Atreyu,Noah Hathaway,2
34636,3,Bastian Bux,Jonathan Brandis,0
34636,4,Atreyu,Kenny Morrison,1
34636,5,Xayide,Clarissa Burt,2
36647,3,Blade,Wesley Snipes,0
36647,4,Deacon Frost,Stephen Dorff,1
36647,5,Whistler,Kris Kristofferson,2
4011,5,Barbara Maitland,Geena Davis,0
4011,4,Adam Maitland,Alec Baldwin,1
4011,24,Lydia Deetz,Winona Ryder,2
1580,1,Rupert Cadell,James Stewart,0
1580,2,Brandon Shaw,John Dall,1
1580,39,Phillip Morgan,Farley Granger,2
573,12,Richard Ian Blaney,Jon Finch,0
573,13,Chief Inspector Oxford,Alec McCowen,1
573,14,Robert Rusk,Barry Foster,2
506,4,Marnie Edgar/Margaret Edgar/Peggy Nicholson/Mary Taylor,Tippi Hedren,0
506,5,Mark Rutland,Sean Connery,1
506,6,Lil Mainwaring,Diane Baker,2
574,4,Dr. Ben McKenna,James Stewart,0
574,5,Jo McKenna,Doris Day,1
574,6,Lucy Drayton,Brenda De Banzie,2
11219,1,Capt. Albert Wiles,Edmund Gwenn,0
11219,2,Sam Marlowe,John Forsythe,1
11219,13,Jennifer Rogers,Shirley MacLaine,2
845,16,Guy Haines,Farley Granger,0
845,18,Bruno Antony,Robert Walker,1
845,17,Anne Morton,Ruth Roman,2
847,22,Willow Ufgood,Warwick Davis,0
847,20,Madmartigan,Val Kilmer,1
847,21,Sorsha,Joanne Whalley,2
117,14,Eliot Ness,Kevin Costner,0
117,15,Jim Malone,Sean Connery,1
117,16,Agent Oscar Wallace,Charles Martin Smith,2
21734,1,Charlotte 'Charlie' Newton,Teresa Wright,0
21734,2,Uncle Charlie Oakley,Joseph Cotten,1
21734,3,Jack Graham,Macdonald Carey,2
940,12,Iris Matilda Henderson,Margaret Lockwood,0
940,13,Gilbert Redman,Michael Redgrave,1
940,15,Miss Froy,Dame May Whitty,2
10220,1,Mike McDermott,Matt Damon,0
10220,3,Joey Knish,John Turturro,1
10220,4,Jo,Gretchen Mol,2
431,5,Leaven,Nicole de Boer,0
431,6,Holloway,Nicky Guadagni,1
431,7,Worth,David Hewlett,2
3525,19,Jack Trainer,Harrison Ford,0
3525,2,Tess McGill,Melanie Griffith,1
3525,20,Katharine Parker,Sigourney Weaver,2
2028,1,Lloyd Dobler,John Cusack,0
2028,4,Diane Court,Ione Skye,1
2028,5,James Court,John Mahoney,2
11597,1,Leslie Zevo,Robin Williams,0
11597,2,Lt. General Leland Zevo,Michael Gambon,1
11597,3,Alsatia Zevo,Joan Cusack,2
881,10,Lt. Daniel Kaffee,Tom Cruise,0
881,11,Col. Nathan R. Jessep,Jack Nicholson,1
881,12,Lt. Cdr. JoAnne Galloway,Demi Moore,2
4478,14,John Gage,Robert Redford,0
4478,15,Diana Murphy,Demi Moore,1
4478,16,David Murphy,Woody Harrelson,2
2109,2,Chief Inspector Lee,Jackie Chan,0
2109,4,Detective James Carter,Chris Tucker,1
2109,1,Sang,Ken Leung,2
8195,1,Sam,Robert De Niro,0
8195,2,Vincent,Jean Reno,1
8195,3,Deirdre,Natascha McElhone,2
9877,8,Natalie Simon,Alicia Witt,0
9877,9,Paul Gardener,Jared Leto,1
9877,10,Brenda Bates,Rebecca Gayheart,2
1091,14,R.J. MacReady,Kurt Russell,0
1091,18,Childs,Keith David,1
1091,15,Dr. Blair,Wilford Brimley,2
10403,1,Griffin Mill,Tim Robbins,0
10403,2,June Gudmundsdottir,Greta Scacchi,1
10403,3,Walter Stuckel,Fred Ward,2
162,5,Edward Scissorhands,Johnny Depp,0
162,25,Kim Boggs,Winona Ryder,1
162,6,Peg,Dianne Wiest,2
8916,12,Z-4195 aka Z (voice),Woody Allen,0
8916,13,Chip (voice),Dan Aykroyd,1
8916,14,Queen (voice),Anne Bancroft,2
9429,9,Steve Butabi,Will Ferrell,0
9429,10,Doug Butabi,Chris Kattan,1
9429,11,Hottie Cop,Jennifer Coolidge,2
12159,13,Chris Nielsen,Robin Williams,0
12159,14,Albert Lewis,Cuba Gooding Jr.,1
12159,15,Annie Collins-Nielsen,Annabella Sciorra,2
30197,1,Leo Bloom,Gene Wilder,0
30197,2,Max Bialystock,Zero Mostel,1
30197,8,Lorenzo St. DuBois (L.S.D.),Dick Shawn,2
10156,7,Moses/Comicus/Torquemada/Jacques/King Louis XVI,Mel Brooks,0
10156,12,Emperor Nero,Dom DeLuise,1
10156,13,Empress Nympho,Madeline Kahn,2
10377,1,Vincent 'Vinny' Gambini,Joe Pesci,0
10377,2,William 'Billy' Gambini,Ralph Macchio,1
10377,3,Mona Lisa Vito,Marisa Tomei,2
4437,10,Dr. Heywood Floyd,Roy Scheider,0
4437,11,Dr. Walter Curnow,John Lithgow,1
4437,12,Tanya Kirbuk,Helen Mirren,2
1955,10,Dr. Frederick Treves,Anthony Hopkins,0
1955,11,John Merrick,John Hurt,1
1955,12,Mrs. Kendal,Anne Bancroft,2
11932,15,Chucky,Ed Gale,0
11932,11,Tiffany,Jennifer Tilly,1
11932,12,Chucky (voice),Brad Dourif,2
6435,1,Sally Owens,Sandra Bullock,0
6435,2,Gillian Owens,Nicole Kidman,1
6435,17,Kylie Owens,Evan Rachel Wood,2
10683,1,Joy Jordan,Jane Adams,0
10683,2,Andy Kornbluth,Jon Lovitz,1
10683,3,Allen,Philip Seymour Hoffman,2
9445,10,Kurt Dussander,Ian McKellen,0
9445,11,Todd Bowden,Brad Renfro,1
9445,13,Edward French,David Schwimmer,2
2657,2,David,Tobey Maguire,0
2657,3,Jennifer,Reese Witherspoon,1
2657,4,George Parker,William H. Macy,2
9425,1,Todd,Kurt Russell,0
9425,2,Caine 607,Jason Scott Lee,1
9425,3,Colonel Mekum,Jason Isaacs,2
637,7,Dora,Nicoletta Braschi,0
637,8,Guido Orefice,Roberto Benigni,1
637,9,Giosué Orefice,Giorgio Cantarini,2
9945,8,Jack Crow,James Woods,0
9945,9,Montoya,Daniel Baldwin,1
9945,10,Katrina,Sheryl Lee,2
73,4,Derek Vinyard,Edward Norton,0
73,5,Danny Vinyard,Edward Furlong,1
73,6,Doris Vinyard,Beverly D'Angelo,2
9882,9,Anthony 'Hub' Hubbard,Denzel Washington,0
9882,10,Elise Kraft / Sharon Bridger,Annette Bening,1
9882,11,Major-General William Devereaux,Bruce Willis,2
10663,1,Bobby Boucher,Adam Sandler,0
10663,2,Mama Boucher,Kathy Bates,1
10663,3,Vicki Vallencourt,Fairuza Balk,2
4518,2,Elisabeth I,Cate Blanchett,0
4518,16,Sir Francis Walsingham,Geoffrey Rush,1
4518,17,Duke of Norfolk,Christopher Eccleston,2
3600,14,Julie James,Jennifer Love Hewitt,0
3600,15,Ray Bronson,Freddie Prinze Jr.,1
3600,16,Tyrell,Mekhi Phifer,2
297,2,Joe Black,Brad Pitt,0
297,3,William Parrish,Anthony Hopkins,1
297,4,Susan Parrish,Claire Forlani,2
9798,16,Robert Clayton Dean,Will Smith,0
9798,2,"Edward ""Brill"" Lyle",Gene Hackman,1
9798,3,Thomas Brian Reynolds,Jon Voight,2
9487,1,Hopper (voice),Kevin Spacey,0
9487,2,Atta (voice),Julia Louis-Dreyfus,1
9487,3,Dot (voice),Hayden Panettiere,2
309,4,Christian Klingenfeldt,Ulrich Thomsen,0
309,5,Faderen Helge Klingenfeldt,Henning Moritzen,1
309,6,Michael,Thomas Bo Larsen,2
1678,9,Hideto Ogata,Akira Takarada,0
1678,8,Emiko Yamane,Momoko Kôchi,1
1678,10,Daisuke Serizawa-hakase,Akihiko Hirata,2
244,6,Carl Denham,Robert Armstrong,0
244,5,Ann Darrow,Fay Wray,1
244,7,Jack Driscoll,Bruce Cabot,2
10730,1,Jack Prescott,Jeff Bridges,0
10730,2,Dwan,Jessica Lange,1
10730,3,Fred Wilson,Charles Grodin,2
9749,1,Irwin 'Fletch' Fletcher,Chevy Chase,0
9749,2,Chief Jerry Karlin,Joe Don Baker,1
9749,3,Gail Stanwyk,Dana Wheeler-Nicholson,2
9626,1,Kalidor,Arnold Schwarzenegger,0
9626,2,Red Sonja,Brigitte Nielsen,1
9626,3,Queen Gedren,Sandahl Bergman,2
10466,1,"Walter Fielding, Jr.",Tom Hanks,0
10466,2,Anna Crowley Beissart,Shelley Long,1
10466,3,Max Beissart,Alexander Godunov,2
707,16,James Bond,Roger Moore,0
707,17,Max Zorin,Christopher Walken,1
707,18,Stacey Sutton,Tanya Roberts,2
9336,1,Cadet Carey Mahoney,Steve Guttenberg,0
9336,2,Cadet Karen Thompson,Kim Cattrall,1
9336,3,Lt. Thaddeus Harris,G. W. Bailey,2
10157,9,Carey Mahoney,Steve Guttenberg,0
10157,10,Hightower,Bubba Smith,1
10157,11,Tackleberry,David Graf,2
12118,7,Sgt. Carey Mahoney,Steve Guttenberg,0
12118,8,Sgt. Moses Hightower,Bubba Smith,1
12118,9,Sgt. Eugene Tackleberry,David Graf,2
10587,7,Sgt. Carey Mahoney,Steve Guttenberg,0
10587,8,Sgt. Moses Hightowe,Bubba Smith,1
10587,9,Sgt. Larvelle Jones,Michael Winslow,2
11825,7,Sgt. Moses Hightower,Bubba Smith,0
11825,8,Sgt. Eugene Tackleberry,David Graf,1
11825,9,Sgt. Larvelle Jones,Michael Winslow,2
11895,1,Lt. Moses Hightower,Bubba Smith,0
11895,2,Sgt. Eugene Tackleberry,David Graf,1
11895,3,Sgt. Larvelle Jones,Michael Winslow,2
9447,11,Farmer Arthur Hoggett,James Cromwell,0
9447,12,The Landlady,Mary Stein,1
9447,13,"Fugly Floom, the Speechless Man in Hotel",Mickey Rooney,2
10029,17,Kyle Fisher,Jon Favreau,0
10029,19,Charles Moore,Leland Orser,1
10029,39,Laura Garrety,Cameron Diaz,2
11252,7,Norman Bates,Vince Vaughn,0
11252,8,Marion Crane,Anne Heche,1
11252,9,Lila Crane,Julianne Moore,2
10223,1,Hank Mitchell,Bill Paxton,0
10223,2,Sarah Mitchell,Bridget Fonda,1
10223,3,Jacob Mitchell,Billy Bob Thornton,2
9745,1,Jack Frost,Michael Keaton,0
9745,2,Gabby Frost,Kelly Preston,1
9745,3,Mac MacArthur,Mark Addy,2
200,8,Captain Jean-Luc Picard,Patrick Stewart,0
200,9,Commander William T. Riker,Jonathan Frakes,1
200,30,Lt. Commander Data,Brent Spiner,2
9837,1,Moses/God,Val Kilmer,0
9837,2,Ramesses II,Ralph Fiennes,1
9837,3,Pharaoh Seti I,Patrick Stewart,2
11545,11,Max Fischer,Jason Schwartzman,0
11545,13,Rosemary Cross,Olivia Williams,1
11545,12,Herman Blume,Bill Murray,2
1934,18,Will Shakespeare,Joseph Fiennes,0
1934,25,Viola De Lesseps,Gwyneth Paltrow,1
1934,19,Philip Henslowe,Geoffrey Rush,2
8879,9,Preacher,Clint Eastwood,0
8879,10,Hull Barret,Michael Moriarty,1
8879,11,Sarah Wheeler,Carrie Snodgress,2
1369,27,John J. Rambo,Sylvester Stallone,0
1369,28,Col. Samuel Trautman,Richard Crenna,1
1369,29,Marshall Murdock,Charles Napier,2
1368,20,John J. Rambo,Sylvester Stallone,0
1368,21,Col. Samuel Trautman,Richard Crenna,1
1368,22,Hope Sheriff Will Teasle,Brian Dennehy,2
1370,25,Rambo,Sylvester Stallone,0
1370,26,Trautman,Richard Crenna,1
1370,28,Griggs,Kurtwood Smith,3
10303,9,Jack Colton,Michael Douglas,0
10303,10,Joan Wilder,Kathleen Turner,1
10303,11,Ralph,Danny DeVito,2
9326,12,Jack T. Colton,Michael Douglas,0
9326,13,Joan Wilder,Kathleen Turner,1
9326,14,Ralph,Danny DeVito,2
10328,14,Jack Bonner,Steve Guttenberg,0
10328,18,Kitty,Tahnee Welch,1
10328,12,Walter,Brian Dennehy,2
